name,ID,treatment_1,treatment_2,treatment_3,control_1,control_2,control_3
bg_2742,2742,50935687.402006015,83355370.42864227,127759645.0506916,636097684.195395,50156570.24767337,25246556.532105405
bg_2743,2743,124909765.95993526,350201244.43563896,36215912.09027402,140935179.22456482,65716632.07464143,134353007.76155213
bg_2744,2744,143254817.444752,36909962.56823137,16062476.720656991,1098385510.624043,49077620.51360026,643267762.5954672
bg_2745,2745,70890092.06012554,412580482.49306315,78828083.01934509,362444567.3301034,398828270.3320866,247314175.91945317
bg_2746,2746,212362671.79475012,33033956.805450946,280658247.65251166,236309912.84779683,1219796544.1128533,165639712.19321534
bg_2747,2747,477059772.0244675,82012549.22035582,208390462.4662093,471677038.21343553,699964309.8354797,702388583.62304
bg_2748,2748,164647437.06113794,299146146.0096037,44663316.37667565,55711673.62346636,157422464.30055776,4478205824.7442
bg_2749,2749,209714464.67797735,32151520.240190905,196677605.2951297,117449315.27277665,177927285.4212072,213999950.49247563
bg_2750,2750,371164478.47901475,103352651.71035105,812398174.6966395,40129636.442088254,15431223.56656507,47208217.445968665
bg_2751,2751,56693359.837902024,415783948.7938001,647735798.3091239,22175085.55137545,176843459.01175067,161704439.77918136
bg_2752,2752,207953617.99784893,119746999.81327212,219007911.39372477,69578466.11129336,122887341.81346649,273246367.48644483
bg_2753,2753,71408470.88009763,96160112.79929656,18473062.113442622,39880650.54828069,1496943123.8133821,111195185.32228605
bg_2754,2754,88525537.71364096,9620795.709779482,30065601.845818006,128020314.0716123,143618645.54256907,499341218.26972735
bg_2755,2755,138569437.2229257,35352599.21836475,25547484.307822075,64886298.75087145,455044323.32426393,50094427.70740316
bg_2756,2756,300539748.3354709,351786838.6445047,109518899.85212246,8874145.912212586,16546247.554530116,186606604.7662948
bg_2757,2757,100246663.0005513,92677801.73703523,489314779.36849153,408298980.09582657,34897238.548131876,79730769.62695351
bg_2758,2758,417089083.81330806,1517566338.9398398,285714194.5616263,71030657.38125178,73144778.75943594,79339941.08043589
bg_2759,2759,229549844.7904172,86103975.51473178,73974991.99882428,52518983.42877284,38966689.42093778,10242207.682496732
bg_2760,2760,58524535.713122696,140966883.79012287,30559669.320441097,92731182.26174775,45501810.68365342,809914041.3302262
bg_2761,2761,49918564.68812496,3707247.0263683796,100689825.42723256,82958461.43302551,30800411.645044416,973119273.9650943
bg_2762,2762,80443343.9562833,242268768.77495253,165392744.52353403,26712691.717362087,30351448.300415635,34076902.97394755
bg_2763,2763,93958502.56861542,77774200.64002724,2152911188.1660886,169483313.09394556,76937658.56010637,8291847.442200728
bg_2764,2764,123864801.17825083,341711146.64779943,79905389.95145403,619648108.8935428,358829502.6370784,247314175.91945317
bg_2765,2765,3980798053.028825,237075672.73031047,44702356.43017386,420500332.88740474,126849272.66586155,86387343.77675079
bg_2766,2766,114792406.42879571,114938469.24649097,972861072.2413645,296460278.4503211,451465431.5719767,37477496.71615892
bg_2767,2767,59219895.73975363,140249550.3512752,43831798.553639725,170977895.620659,1079456866.6123095,62266543.2912189
bg_2768,2768,131598008.92363206,116813552.14058731,9162045.704877023,59030165.976168804,80857471.27338222,59147984.24015143
bg_2769,2769,31584769.137071483,23162633.166528728,1314526642.0843039,188795167.29838964,243015545.3732849,659068643.3480259
bg_2770,2770,267560748.70904505,150502652.10824108,19881372.562848806,135980454.8467305,30704084.37642322,104673387.03795531
bg_2771,2771,502331795.72751456,186494275.76828656,161382234.94400695,19761558.762963563,37805424.86683791,54160493.06634805
bg_2772,2772,197040705.30274484,55796304.29574601,110524264.10568735,96512999.64378296,65401960.73536109,191597835.09770995
bg_2773,2773,46593672.5109791,74486668.1685994,99450496.88402224,58834429.299264945,267756414.85166234,973307839.5422627
bg_2774,2774,157577319.91389683,301506316.7903635,8727327942.463934,61006747.53617122,324242705.19455683,710611957.6201246
bg_2775,2775,148409249.1115555,566119670.849556,119166001.22224551,74122419.75054678,464006357.14040637,161523238.17022502
bg_2776,2776,1479491798.9988916,32457975.122873046,57140908.90507638,1074279792.1570294,1084676802.5029635,127640562.42078812
bg_2777,2777,11942563.004685754,31469862.905306894,983113153.9259914,54840878.664507136,26891170.192815296,101036197.49536754
bg_2778,2778,142809615.62817585,77807668.89888383,237187395.45820728,70414452.25585838,112133658.73896958,572637305.1743698
bg_2779,2779,1681879394.0622513,114547625.80359058,119856681.88054588,7287140.248789732,245569653.79277715,121154515.34590386
bg_2780,2780,90198871.55611783,824768686.9733993,238138687.27650252,24181027.207226768,246202115.53166732,444553112.09619564
bg_2781,2781,40178479.39689115,36526294.12540251,6812330.815310995,244633940.51462626,300407641.33009595,652166383.9245012
bg_2782,2782,44909653.29130379,330746620.8812184,122664321.33000122,175474383.44128412,2933100114.875965,450905261.1523456
bg_2783,2783,1435051339.8142455,76142548.6449104,343738703.7849296,66113216.857701,1966549963.145283,132251683.46543853
bg_2784,2784,21610025.00455486,278580195.0309906,22721479.599693928,3576446114.2369146,62512383.93118119,473125529.9448047
bg_2785,2785,112591885.2475957,35168156.03229308,109693095.08247985,46664971.2192271,488719321.03798664,126305452.48811458
bg_2786,2786,74365236.84887119,723754418.7611859,199138991.97600895,53703274.64389947,334578934.51660407,19859800.890716646
bg_2787,2787,6747560.611980665,104233331.88759683,120859818.61024459,591536097.3681201,260337903.17323095,33314805.50079854
bg_2788,2788,146385568.64479923,25801735.0943051,217802736.10414532,71019391.9416285,33560421.0945823,465453413.54550594
bg_2789,2789,409644731.04965407,34420190.385713324,69916142.8837225,554107155.4141098,452193040.35764825,37308870.75816916
bg_2790,2790,156467848.75518465,291119868.4438934,127254880.75110209,93302302.01633121,60662827.27258372,48523067.90464302
bg_2791,2791,69571438.89966606,38322951.33277769,394673833.2483992,183463812.16020283,3182580145.3874235,855976492.4606782
bg_2792,2792,267988758.83417216,7321655220.033097,261710994.24940443,55603799.87023372,90978665.96846594,182902681.94808105
bg_2793,2793,301381870.424841,1425450460.7944834,272818095.6900814,37567118.93515205,244932306.60047907,157022906.89911827
bg_2794,2794,108327551.86001898,52421523.2840362,362863221.4263401,1703402433.5313017,839476940.9653815,272451992.9911706
bg_2795,2795,28744987.995891355,113973375.69210409,224817404.85001665,20322888.33256989,1057427769.3992602,63457815.90397055
bg_2796,2796,348956586.75616926,850471827.1430355,43336449.59853939,1252351679.0371776,464353560.7366954,79261045.08486208
bg_2797,2797,111555773.70416263,237500495.54344562,206845143.39742193,624891278.1071689,22869500.29841286,118086695.31543854
bg_2798,2798,55920225.26506526,6748806.419832796,102932249.59019712,1479429938.2174025,80299628.95571597,270055662.6341449
bg_2799,2799,270919548.8827551,7102072.263430502,621004617.2460046,39501176.55074459,1102897303.0216181,384432152.05411947
bg_2800,2800,141292810.26121894,125634042.80556333,138053828.48673433,63472070.99574115,145449621.44229555,1115649272.5402164
bg_2801,2801,6617369.528158511,926203588.4137454,87772116.36605883,229053782.8282703,152186124.48881838,108391510.11718915
bg_2802,2802,31551648.880916063,38531997.78579892,455474669.2328457,67386488.21410364,17177771.470025603,389975827.0081282
bg_2803,2803,61956357.71168599,523645720.95866084,359030341.2627626,262644406.70177558,164142433.45779115,348307126.6398932
bg_2804,2804,77486554.67915905,67430039.53054354,768539040.172062,44940848.70755277,285122889.46483445,32852738.497106068
bg_2805,2805,347662770.4291511,25245232.131480314,21333285.289175987,168485994.18896526,121738091.66821636,85493404.5843544
bg_2806,2806,99543581.17828879,375502576.05623126,15196214.480705084,524301993.7205037,90359310.71573646,92712855.73945941
bg_2807,2807,39945210.77758206,55011002.27978593,622302684.6387264,44058442.70138279,657443071.6719233,112685348.87917043
bg_2808,2808,46782774.694462374,1134123861.7186239,122817891.99183296,86061381.92006885,563414487.2243922,17767722.93406445
bg_2809,2809,74541547.75206298,451357521.64219654,119613433.73261575,17799219.303763367,42912635.24360744,779479780.7247893
bg_2810,2810,225564882.27277493,47414164.54550747,56062548.21970473,13961860.484435445,707729816.1605666,258650599.35287127
bg_2811,2811,168266591.23647937,71350174.59517549,855063487.8292527,818257593.1543338,172901062.10325816,34992748.49775569
bg_2812,2812,25890353.53899702,924903803.6781044,1685102517.9989316,20284663.05916423,152546740.18011305,731832943.7685751
bg_2813,2813,83874013.32955545,463417402.07638854,30128621.15150951,288202801.59684056,223348669.54275754,6893911.378329449
bg_2814,2814,45463799.27583271,7321655210.316262,68021562.6012528,454359760.20458615,6136123.895394881,3110952296.40617
bg_2815,2815,1745212780.5973458,512022735.8533322,134430881.537709,605237270.2275314,398031076.4575875,601091217.3365057
bg_2816,2816,678331762.522945,193325843.50434732,2067699007.205776,64600215.15146277,538377395.7010484,723150277.6666737
bg_2817,2817,3824371.7649549106,95163860.21456662,972861072.2413645,210330737.66986737,576332640.3120786,243285148.20334572
bg_2818,2818,91694798.84687342,100544122.50200927,7485078.515076981,65217283.33698031,57117415.53337656,157431599.84927285
bg_2819,2819,61238749.654422954,146291535.1912617,313101904.7970956,152515583.12144202,32673227.885965236,36383057.431589864
bg_2820,2820,107934482.52606308,117879188.15886003,114994855.78862719,19030913.47235979,197938048.56149548,6724054.849052411
bg_2821,2821,324128694.10833585,105606586.30997182,60595371.1896182,270506838.13384366,23196427.8684903,717413366.4964731
bg_2822,2822,81668071.94233201,64298248.13905453,462318336.3394602,547247036.5424951,143897847.04644814,735097441.5002564
bg_2823,2823,72752552.02061354,342658173.4175456,8727327938.589415,25759620.8555875,72171140.28090109,602451886.3862568
bg_2824,2824,1029119097.4187216,373453213.00305885,379871497.5137334,47732610.69695385,202746939.77268195,35408976.744774334
bg_2825,2825,86518233.63970055,73868761.89583223,1059433282.2591133,553706566.8110833,47630835.09609544,348307126.6398932
bg_2826,2826,8179144319.213589,837744439.034297,9516956.740301332,20967818.304980334,37521719.16556744,201430790.5930321
bg_2827,2827,47874183.18809759,16949904.260607783,114235037.9087427,337245651.26265335,66092123.38788728,269505930.382619
bg_2828,2828,437601869.50672096,149462935.2371083,93499955.78369167,435741850.4370407,205155599.51438865,78841705.79083617
bg_2829,2829,623549905.9707738,2076963973.2990787,60272607.87221701,61414154.97379556,54599255.14013975,75694555.24991952
bg_2830,2830,25639356.22810727,173467810.7225435,112113243.51773444,563428939.8848042,111360403.82047817,25360766.18842545
bg_2831,2831,167404200.7069001,27763312.373663895,391623934.02891326,97130413.25856948,85045455.27226958,159668966.5231344
bg_2832,2832,128121300.59556988,164111592.77247342,178084195.92940727,272807456.1161128,18901626.379253864,105580839.69063103
bg_2833,2833,84569953.39620425,522199163.8092532,63083408.11832968,236116830.66350523,386400184.3642314,43773543.633965366
bg_2834,2834,621437107.65892,7321655208.508126,135933577.34663016,8852181.568357468,42717101.08356167,574135861.2710371
bg_2835,2835,402765919.3368638,34217059.84218082,38352773.14868171,54158969.807124205,38966689.42093778,290791553.31396425
bg_2836,2836,172014860.14064178,189219137.19229594,62191651.71648179,852718165.2337391,12419873.09122737,56215495.73726923
bg_2837,2837,629193693.3833308,1117752269.3354259,61133836.73386477,231538738.46886787,32069371.725679997,44746239.60208358
bg_2838,2838,225458218.13274133,347325334.32301873,67913681.17295583,101578930.59432532,215358941.54197544,112522262.02066933
bg_2839,2839,1304027999.5150893,7321655211.561463,42456198.94432437,14786814.452714143,1048593873.7543346,45133411.58514979
bg_2840,2840,25060643.732076474,9747531144.655378,613416331.9264959,5105575.131998908,253696813.66459224,1139995287.3518467
bg_2841,2841,143610694.43225974,121161800.72661322,566578697.6262721,9593023.729306636,9318633.15331729,153243857.66777968
bg_2842,2842,1329330296.1731396,264974999.2017793,6139781.041590723,7983598.699062527,26143677.618962277,15953890.104733856
bg_2843,2843,998763868.4106004,28809449.719735786,192484921.97103757,282366366.34966874,13627513.041245293,152941372.88311663
bg_2844,2844,358458852.0920825,113701449.45684853,327122197.0561155,3431646485.2809253,247094086.5173643,59800299.36614618
bg_2845,2845,74328202.55389082,438110600.811202,786763354.541989,854956621.1222366,57384773.9027077,8291847.442200728
bg_2846,2846,116196176.74176781,96955716.68636982,43537529.52346542,371506203.47727823,13674385.789728906,29014564.571385276
bg_2847,2847,159383854.08978435,600475001.5748514,142453223.64181346,16183521.051567381,246144473.6901714,233198081.8385693
bg_2848,2848,88557053.74261753,34044245.218950935,3483503495.566212,191478114.93525767,200236225.32926536,12826400.81746658
bg_2849,2849,67970686.82215427,209854405.8642923,68275369.69240269,3707654167.4851723,1086222423.0103364,1080550886.3030612
bg_2850,2850,71617928.1354427,77481073.45287418,142810193.03778404,64654639.19658203,157264702.7199747,223078652.5852882
bg_2851,2851,29098708.947528876,124809602.1838107,328448208.5589367,182665370.7136147,12965683.425195226,17627535.2099123
bg_2852,2852,59602464.238948174,38970490.33531755,22349176.332560647,167121448.11961612,238862474.21960834,49789674.727666266
bg_2853,2853,63438473.44181789,145118730.19850188,574390113.7127726,23230509.277922563,44368797.39264427,442495530.00267524
bg_2854,2854,1529877088.1412466,221952413.72472358,169909771.40515387,30978623.37109351,272318452.47962326,57329801.93117605
bg_2855,2855,87705149.01924084,962201016.987485,74445063.97227809,35640345.13157822,117926037.73314947,148525429.11501336
bg_2856,2856,148497704.7878128,118322957.42696759,9896563.087361302,16644178.98208852,2038664500.6906698,42404927.859193265
bg_2857,2857,302294933.02048504,10491065.822758453,190089743.75185725,14638794.477462584,1735446961.6666167,411732887.7412311
bg_2858,2858,45735893.48027265,40675024.59470855,177339758.6226654,252755220.43007675,92394808.67279525,39519607.07107732
bg_2859,2859,220855495.45981017,138027936.0606431,283009186.7713258,628775859.0046604,63898076.436746374,30383547.523665275
bg_2860,2860,257307371.2400086,270645527.49709576,36757014.09379032,1059154439.865058,3285521643.070677,1578141.6223463689
bg_2861,2861,35115046.826336116,28950575.214156818,482553807.07520396,95400246.75666098,397986746.5338993,12826400.81746658
bg_2862,2862,88033366.36775613,7341377.623693827,201903048.84402725,357015559.560384,51343255.28173104,155765139.92287406
bg_2863,2863,1681879394.0622513,247931539.163437,1023520284.2092534,220028184.92385778,1431209614.3286843,54721330.61977783
bg_2864,2864,134119912.04466093,1430650738.0237658,452850089.4554582,52943374.78886931,194939021.72145838,244955441.756676
bg_2865,2865,7974260.960718431,12692581.500833135,877397179.661204,44761546.15441974,33505645.159090824,137702907.42374218
bg_2866,2866,434953819.4081606,9395757539.510397,59933328.21990504,29724543.211311456,199856384.16166553,1422303702.0366373
bg_2867,2867,212362671.79475012,31887067.292527568,244314463.58159274,3576446118.3699474,131793182.24725519,159668966.5231344
bg_2868,2868,642693538.6153611,61567545.89384484,13724578.162066061,125556110.70455317,565282739.649432,353441177.05589837
bg_2869,2869,102611466.20264886,182353990.11778396,28587582.002309997,43209648.86746951,85515946.69299129,127296283.59070592
bg_2870,2870,165082798.6572502,339604238.9555275,324862490.540094,19343024.860613555,241795979.86639524,303285437.3240849
bg_2871,2871,8179144315.554455,397270188.4449166,266482870.39669332,148204950.44630426,51118563.5358491,50973200.59644855
bg_2872,2872,237757809.15036783,123842639.8161583,261033156.30380777,384782406.68225545,451330268.16584677,1852947634.9617023
bg_2873,2873,28993131.452978592,29350619.784735266,311169492.01665425,455130308.6116721,26087349.762134682,211239232.0679792
bg_2874,2874,8179144328.806021,316145070.96615,12745842.793058058,9257223.550816892,34282736.267658,68433419.09197372
bg_2875,2875,5310634.557032644,4280219594.880886,27416431.95607809,206693160.58148843,8648296.443679206,414291012.50989354
bg_2876,2876,236497832.08690935,3017080.119907785,26712509.32120304,46872023.31162647,488719321.03798664,106891909.72373536
bg_2877,2877,265686785.25545606,524687418.5361922,9373779921.776579,21326432.207348116,47762090.98060433,720108855.891992
bg_2878,2878,143119807.95799828,279465328.149262,24976078.598041814,3431646478.2830915,187142080.0351789,1001660247.8150507
bg_2879,2879,320843282.7562876,45885311.730649315,453267666.3135105,440521281.3924559,3182580135.8927646,180608490.92105338
bg_2880,2880,4229153.364018184,347325334.32301873,55908337.813303284,155850319.3473289,331147926.6549598,215772467.89866203
bg_2881,2881,321270127.1061945,33250302.290797137,918675925.9367979,154874076.0574879,2506922123.341928,238199258.94223025
bg_2882,2882,69253551.50968087,263244449.35544333,828492467.0198814,2362832283.3863153,40679794.30351231,1369762244.5934699
bg_2883,2883,25883870.70962767,8412192.223153487,104191947.21002215,398092160.10685843,51343255.28173104,87975389.85108599
bg_2884,2884,19856702.301468544,26764560.180601005,35590092.156691074,456033561.1305275,3182580139.39977,21790616.22083793
bg_2885,2885,713077888.6101545,26662654.217972092,10643338.331735158,273827087.0117189,14109186.200155796,290791553.31396425
bg_2886,2886,257693943.4330164,13460570.04372768,1111445090.3563128,105757454.5984689,584255954.413398,43677374.03669352
bg_2887,2887,469574352.9754228,24257747.51952932,489314779.36849153,151888009.588639,39128221.891504966,159174670.12231794
bg_2888,2888,280173879.8081806,1513228191.4825778,96971441.89486243,44965635.7077935,100206449.27095605,21522888.6103437
bg_2889,2889,444171779.02561116,7321655218.295482,37386743.30267911,77283896.53072336,52075832.392417125,63406644.90987949
bg_2890,2890,220852299.8574541,15382042.575296314,106261608.08748469,98957423.12530214,1817229333.7231352,1447044612.170554
bg_2891,2891,593825499.6363758,176894268.48120993,5555300.666973195,73004526.51279871,27362514.056482214,126211700.14751709
bg_2892,2892,64936505.91354647,75718123.05730015,492464389.2713384,8874145.912212586,53544993.117628895,217160436.8187832
bg_2893,2893,1169365.3449368253,16546900.89801115,315206345.03175807,93430049.99951246,147167865.27090254,44929766.84332687
bg_2894,2894,309810998.5737353,20178461.45787756,642062835.6410395,1257177699.9542751,110438362.50599773,10854467.464491798
bg_2895,2895,1262316937.878604,384139066.2284111,30013375.510182317,3230473460.461332,83200434.82319331,710611957.6201246
bg_2896,2896,8754663.667680588,72684092.76521719,363274466.28617716,167845245.27810517,187528675.4173137,30140621.967245817
bg_2897,2897,158964462.54218844,235804323.1243319,206845143.39742193,731830708.9448457,10126055.831850275,216670129.8184589
bg_2898,2898,832886938.0092313,467536084.9537151,343824275.2999375,83191055.48360778,3138846595.0046372,26814543.354974087
bg_2899,2899,1128565830.109394,7321655220.302981,13724578.162066061,699461677.6817986,128944279.50794145,569956799.2919881
bg_2900,2900,265048901.8148385,154243924.84794024,94791204.06805925,422174923.9598337,218379198.63773885,106803802.40793532
bg_2901,2901,127421418.68229723,45453641.83336292,26621334.561195083,607959379.1025257,358755538.55369645,565576985.9021796
bg_2902,2902,22012108.38999023,113709586.70355321,503044682.3558298,85070461.50621828,34155118.85123065,23932181.383339632
bg_2903,2903,42315931.63282373,25217437.22451383,1073842092.0853186,38610212.62007714,616208139.7482758,77531931.3987695
bg_2904,2904,311358407.4717159,1127237775.6142716,525450920.8683339,3576446116.670927,169724321.76954648,59142450.00616816
bg_2905,2905,163553058.98714742,24540430.19691191,78366319.94118167,92442859.42375764,28169484.231579997,98407653.06314206
bg_2906,2906,113798502.80360317,282233240.8782768,235077106.29425725,272807456.1161128,6665139.115466118,115770246.42517567
bg_2907,2907,23922277.528059207,1958242448.2081034,687638124.0113257,57769043.278675474,18129254.518373314,41163392.54358135
bg_2908,2908,201464423.79690433,22993701.61530981,131734900.91766283,2349028886.264932,31615005.228716467,150341958.18878183
bg_2909,2909,337264090.54972875,25867720.204737794,63374215.11749198,183191138.4199586,135934266.76648718,23051829.58807781
bg_2910,2910,224416726.72657275,52324133.07933568,57528028.90613081,25431913.97079236,420937449.05558974,63792582.22028748
bg_2911,2911,55189188.42974431,125492689.51867715,38350814.993119635,10974535.557560597,118363284.55459563,22588533.98589107
bg_2912,2912,123366800.57438906,74315364.8247535,6965640.043489614,241347382.91011938,3182580139.39977,128984157.76583333
bg_2913,2913,1240309882.402276,1208545069.4143598,243638304.8876383,1257164459.2544644,52878657.39457303,4586292.1975826565
bg_2914,2914,119357920.48214892,14786893.787567664,348003649.2667198,57715120.89540733,79067388.25337994,33972394.99647972
bg_2915,2915,300780615.46612364,1482461094.7602797,35464086.34525761,429051328.35766786,771196424.2554016,20683773.08328664
bg_2916,2916,148683753.3044843,7321655220.302981,81012060.61606136,791998552.9693241,22866575.829307236,138220455.87470588
bg_2917,2917,23204303.13119268,55727229.18867097,31831344.359662857,56982196.83911059,19919729.929564852,499507263.588503
bg_2918,2918,107199414.96013378,207900772.76578385,42744780.06960698,105520681.10261457,127856181.37863077,112522262.02066933
bg_2919,2919,85619241.52198555,532604766.84292895,110031469.344019,18603990.44231947,44602575.8811664,145627253.21700466
bg_2920,2920,43364093.39375659,28936704.430795323,893009366.6466591,153331710.12473646,8243460.78045422,63985898.57002214
bg_2921,2921,165823471.9308059,91215433.58276111,111653352.34089369,104235558.91044238,53628006.62152713,146285313.5583974
bg_2922,2922,1435403139.589237,897573217.5063417,103182405.62829821,310153335.53569263,343216692.19464624,270276602.9288221
bg_2923,2923,395422364.3786709,141721643.8801773,66664067.0242771,374649920.15172714,25620442.03226288,218807115.5626333
bg_2924,2924,673331263.10024,266181991.14151978,25523753.514128443,12612865.92079905,1655487373.700207,209809667.08408266
bg_2925,2925,40468050.52136978,92998909.31701727,532079156.6523789,106581693.4246043,747490555.4371082,593663197.4589955
bg_2926,2926,100603767.54077537,67521204.75301558,287650134.6672894,839235863.4527384,464717364.6762775,9380883.9103113
bg_2927,2927,460905840.101103,27030203.061070103,78366319.94118167,758185589.6929616,17332722.600081563,155606855.61799073
bg_2928,2928,79808872.40736191,401100065.4410406,57070183.99197968,111577616.48936866,25620442.03226288,192475764.4520693
bg_2929,2929,197630947.2445523,81918698.27138937,19272889.038838197,248223163.35680372,1588613840.836505,97795681.88451308
bg_2930,2930,4297906963.6073,27625703.349873357,172661725.23775333,147162657.48793674,133311698.1511524,198626883.73926854
bg_2931,2931,409606749.00302917,943802407.5953822,207314864.04540578,404477542.0554716,5616772.658217593,77639843.69479467
bg_2932,2932,295259124.89163375,50217562.95639752,160401781.77341372,421328281.1424046,3182580142.7416687,553625374.0555475
bg_2933,2933,94903630.51979867,480357148.3906821,24976078.598041814,1060312600.3277954,12868842.880031535,496801353.18113476
bg_2934,2934,2202492774.4897637,199559966.5364059,78935214.50406075,104065135.79014172,21516832.70831128,32459488.721312955
bg_2935,2935,53258274.54018965,1174785109.5164464,9950934.327424379,304397237.2290958,38958396.47210571,123739004.761067
bg_2936,2936,204973592.16932237,15056693.855489483,65290129.16263043,169457681.5432168,70964756.72562149,1087550873.638821
bg_2937,2937,365223911.42130166,355038243.4515866,22779586.24968423,201898455.70075715,332833755.89069426,126211700.14751709
bg_2938,2938,382857187.8416962,6620982018.61946,51671124.737853065,552743228.4699688,16647926.810905412,120786537.3854617
bg_2939,2939,168857450.01571608,130120522.95173949,40269408.19037344,66884707.7361731,244877668.19967365,1378263228.086437
bg_2940,2940,256883922.38222563,500120254.2793206,2622023894.931004,18514916.66685491,207939770.20537856,204207972.60509628
bg_2941,2941,999105886.6916881,1118431733.0537128,460284749.55038714,62855741.89417337,70103151.44288911,75694555.24991952
bg_2942,2942,966291423.7464849,95008819.5981895,99922133.62566912,46670641.684246995,219679795.06820905,83952407.30061345
bg_2943,2943,188275154.83807802,284292244.83952457,411262371.3585922,40811443.49963041,680682653.3670359,927240713.9144145
bg_2944,2944,681444324.8064121,96313770.40110223,55129185.42953337,65754489.23737696,72632007.88224135,153877166.0408723
bg_2945,2945,516805307.04617393,107223917.4278478,281025921.76092803,203033036.46915287,79264278.5766041,3248120.3749486553
bg_2946,2946,378929465.798013,264596166.55081347,447389602.4558213,7041351.350886929,853471708.0321285,49819047.03575961
bg_2947,2947,93052271.82506365,36418007.45125893,243614321.2281413,23850911.089608565,99820439.38630438,25400237.74625074
bg_2948,2948,465895949.3513118,162117617.91963583,461875519.1247728,238369195.91252315,118684130.04878722,710064989.6776481
bg_2949,2949,7753556.049021691,67962049.56326336,184002210.43728447,33713873.339256585,216980086.62674353,76457697.76322801
bg_2950,2950,559665946.046927,23514027.263903987,24167668.264000785,232766841.93406585,146579114.32650888,254849202.41873455
bg_2951,2951,509916674.7700387,92379129.49496824,151970055.20534834,133532117.78215621,59019691.86637219,146285313.5583974
bg_2952,2952,110375817.18931982,38386091.77767135,649749159.7823617,3431646492.1712203,257506762.99591738,102480942.4043557
bg_2953,2953,566526455.9158283,173865588.9436955,139274046.20094126,304397237.2290958,159345831.2794572,132251683.46543853
bg_2954,2954,10548583.106036017,3671409267.7576947,22893408.690644417,44637471.0023218,129953700.07869445,137109943.8795321
bg_2955,2955,288041282.60003686,50217562.95639752,346580337.52265394,404360044.79856265,149249503.5415776,562964603.0637823
bg_2956,2956,265146067.52816296,338629537.64542806,529254250.0151343,181727585.886732,950802857.8124068,47208217.445968665
bg_2957,2957,131228860.2812178,79521109.3999338,293713072.1995973,314733936.9658114,594061333.00716,10311714.78624553
bg_2958,2958,208894701.56199038,114976201.07536416,6965640.043489614,623158601.859501,88662176.67295325,503396249.3095997
bg_2959,2959,10639364.638721747,247129527.44374782,297377873.83024585,1137421408.330277,368403700.0338008,514655112.65547657
bg_2960,2960,684474216.3198621,23930087.93062762,8727327943.677742,559618490.464767,302409859.5315239,198361555.16767842
bg_2961,2961,204335690.9791225,30860097.11098384,65407309.21127696,615963090.1221322,385328065.31313044,59366880.13492353
bg_2962,2962,566526455.9158283,540287054.8222735,199544400.50369877,14703656.350669838,167054623.66191107,139524318.04943317
bg_2963,2963,9026344.290465476,116061048.98364456,17882474.74030323,34592200.89851869,10563939.293594781,134392766.60907277
bg_2964,2964,36947693.222349666,147652901.59106836,527849277.2347487,40052789.77673981,51670206.58497421,277425261.5968413
bg_2965,2965,260022591.59161443,238829738.7720086,1111031986.846876,73541203.67992043,96772847.50533997,95333050.75609374
bg_2966,2966,365223911.42130166,490158096.01599264,47451480.3778373,200928259.47783506,764664661.7372149,1238820840.2770655
bg_2967,2967,160166826.03355393,880691552.4370062,154686251.31500578,280814509.2957661,48434936.13148314,485978610.4336535
bg_2968,2968,144260413.15272906,34184636.18042019,127358520.86623393,322692987.30921227,69054233.5058738,138432286.4756074
bg_2969,2969,6574073.988057178,213843701.7151539,236764576.29971057,219887886.92252642,563058876.775642,62414782.07538323
bg_2970,2970,37913991.82019835,2948538855.1585727,293006054.99421704,189463733.33903906,79184028.20361584,371301062.00015616
bg_2971,2971,13674458.552162787,401100065.4410406,328493507.9603321,183439993.8096836,32305596.814757727,130379226.89093763
bg_2972,2972,107068892.80037087,69528362.35586116,99993421.69199474,243057716.42863414,251940079.68140784,7407888.977324607
bg_2973,2973,1273487816.1000278,110569467.17302279,19303480.321716197,1163439576.6716993,106952149.66372481,62957187.916472726
bg_2974,2974,138193034.54277992,21112225.4888069,1073842092.0853186,126283834.2735349,646448077.662723,1990068668.8938913
bg_2975,2975,269354584.87241215,628223413.7968249,31026036.82852011,201691020.9945843,1831119833.1722791,1238820840.2770655
bg_2976,2976,134409968.98674023,5219906.0546869505,10643134.508463752,50969057.39984496,3182580141.7433815,337495305.0223552
bg_2977,2977,188135269.6399952,592332454.5583861,452524472.76939553,136086114.21903527,538829347.7299411,245929373.0194167
bg_2978,2978,43842810.42827414,36062645.88568829,38352773.14868171,160600228.3783404,68179110.75208904,213546227.09483904
bg_2979,2979,74311440.59700647,139245087.67289555,8727327954.460043,268344422.56512034,230859640.0791964,35326626.541530855
bg_2980,2980,281814622.36467105,27594963.498454448,268701813.266366,215790533.86086795,4180777.358956708,185755918.44668013
bg_2981,2981,435269481.759742,228893294.72640243,681605966.578573,1716648687.4461074,99225335.61417903,10955752.153260302
bg_2982,2982,79951553.16372918,602718023.8021231,26741775.248489574,649477059.4976692,10332796.655025434,84010811.1769346
bg_2983,2983,207953617.99784893,205450531.87308308,529504362.24942803,404360044.79856265,95478227.32966009,95712660.74830891
bg_2984,2984,8179144315.810596,160064065.0501872,600578818.7468071,115906074.46437263,207875179.22335717,18145225.16389091
bg_2985,2985,117196571.42928834,74325329.39186776,68537018.60319194,41102997.40829589,114815941.54581067,79395609.05432416
