,ID,Name,Formula,Compartment,Charge
5066,HC01405_x,3S-Hydroxy-Octanoyl Coenzyme A,C29H46N7O18P3S,x,-4
5067,HC01406_x,3-Oxo-Octanoyl Coenzyme A,C29H44N7O18P3S,x,-4
5068,HC01407_x,3S-Hydroxy-Hexanoyl Coenzyme A,C27H42N7O18P3S,x,-4
5069,HC01408_x,3-Oxo-Hexanoyl Coenzyme A,C27H40N7O18P3S,x,-4
5070,CE2242_m,(2E)-Docosenoyl Coenzyme A,C43H72N7O17P3S,m,-4
5071,CE2246_m,3-Hydroxydocosanoyl Coenzyme A,C43H74N7O18P3S,m,-4
5072,CE2250_m,3-Oxodocosanoyl Coenzyme A,C43H72N7O18P3S,m,-4
5073,CE2243_m,(2E)-Eicosenoyl Coenzyme A,C41H68N7O17P3S,m,-4
5074,CE2247_m,3-Hydroxyeicosanoyl Coenzyme A,C41H70N7O18P3S,m,-4
5075,CE2251_m,3-Oxoeicosanoyl Coenzyme A,C41H68N7O18P3S,m,-4
5076,CE2248_m,3-Hydroxyoctadecanoyl Coenzyme A,C39H66N7O18P3S,m,-4
5077,3ohodcoa_m,3-Oxooctadecanoyl Coenzyme A,C39H64N7O18P3S,m,-4
5078,M00044_m,(2E)-Heneicosenoyl Coenzyme A,C42H70N7O17P3S,m,-4
5079,M00778_m,3-Hydroxyheneicosanoyl Coenzyme A,C42H72N7O18P3S,m,-4
5080,M00873_m,3-Oxoheneicosanoyl Coenzyme A,C42H70N7O18P3S,m,-4
5081,M00054_m,(2E)-Nonadecenoyl Coenzyme A,C40H66N7O17P3S,m,-4
5082,M00790_m,3-Hydroxynonadecanoyl Coenzyme A,C40H68N7O18P3S,m,-4
5083,M00887_m,3-Oxononadecanoyl Coenzyme A,C40H66N7O18P3S,m,-4
5084,M00046_m,(2E)-Heptadecenoyl Coenzyme A,C38H62N7O17P3S,m,-4
5085,M00780_m,3-Hydroxyheptadecanoyl Coenzyme A,C38H64N7O18P3S,m,-4
5086,M00875_m,3-Oxoheptadecanoyl Coenzyme A,C38H62N7O18P3S,m,-4
5087,M00061_m,(2E)-Pentadecenoyl Coenzyme A,C36H58N7O17P3S,m,-4
5088,M00795_m,3-Hydroxypentadecanoyl Coenzyme A,C36H60N7O18P3S,m,-4
5089,M00897_m,3-Oxopentadecanoyl Coenzyme A,C36H58N7O18P3S,m,-4
5090,M00069_m,(2E)-Tridecenoyl Coenzyme A,C34H54N7O17P3S,m,-4
5091,M00804_m,3-Hydroxytridecanoyl Coenzyme A,C34H56N7O18P3S,m,-4
5092,M00909_m,3-Oxotridecanoyl Coenzyme A,C34H54N7O18P3S,m,-4
5093,M00071_m,(2E)-Undecenoyl Coenzyme A,C32H50N7O17P3S,m,-4
5094,M00806_m,3-Hydroxyundecanoyl Coenzyme A,C32H52N7O18P3S,m,-4
5095,M00911_m,3-Oxoundecanoyl Coenzyme A,C32H50N7O18P3S,m,-4
5096,M00056_m,(2E)-Nonenoyl Coenzyme A,C30H46N7O17P3S,m,-4
5097,M00792_m,3-Hydroxynonanoyl Coenzyme A,C30H48N7O18P3S,m,-4
5098,M00889_m,3-Oxononanoyl Coenzyme A,C30H46N7O18P3S,m,-4
5099,M00048_m,(2E)-Heptenoyl Coenzyme A,C28H42N7O17P3S,m,-4
5100,M00782_m,3-Hydroxyheptanoyl Coenzyme A,C28H44N7O18P3S,m,-4
5101,M00877_m,3-Oxoheptanoyl Coenzyme A,C28H42N7O18P3S,m,-4
5102,M00063_m,(2E)-Pentenoyl Coenzyme A,C26H38N7O17P3S,m,-4
5103,M00797_m,3-Hydroxypentanoyl Coenzyme A,C26H40N7O18P3S,m,-4
5104,M00899_m,3-Oxopentanoyl Coenzyme A,C26H38N7O18P3S,m,-4
5105,CE5154_m,"Trans,Cis-2,13-Docosadienoyl Coenzyme A",C43H70N7O17P3S,m,-4
5106,CE5153_m,3(S)-Hydroxy-13Cis-Docosenoyl Coenzyme A,C43H72N7O18P3S,m,-4
5107,CE5152_m,3-Oxo-13Cis-Docosenoyl Coenzyme A,C43H70N7O18P3S,m,-4
5108,CE5150_m,"Trans,Cis-2,11-Eicosadienoyl Coenzyme A",C41H66N7O17P3S,m,-4
5109,CE5148_m,3(S)-Hydroxy-11-Cis-Eicosenoyl Coenzyme A,C41H68N7O18P3S,m,-4
5110,CE5144_m,3-Oxo-11-Cis-Eicosenoyl Coenzyme A,C41H66N7O18P3S,m,-4
5111,M03019_m,"Trans,Cis-Hexadeca-2,7-Dienoyl Coenzyme A",C37H58N7O17P3S,m,-4
5112,M00172_m,(S)-3-Hydroxy-7-Hexadecenoyl Coenzyme A,C37H60N7O18P3S,m,-4
5113,M00849_m,3-Oxo-7-Hexadecenoyl Coenzyme A,C37H58N7O18P3S,m,-4
5114,M03022_m,"Trans,Cis-Myristo-2,5-Dienoyl Coenzyme A",C35H54N7O17P3S,m,-4
5115,M01573_m,Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A,C35H56N7O18P3S,m,-4
5116,M00885_m,3-Oxomyrist-5-Enoyl Coenzyme A,C35H54N7O18P3S,m,-4
5117,M03014_m,"Trans,Cis-2,13-Eicosadienoyl Coenzyme A",C41H66N7O17P3S,m,-4
5118,M00702_m,3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A,C41H68N7O18P3S,m,-4
5119,M00843_m,3-Oxo-13-Cis-Eicosenoyl Coenzyme A,C41H66N7O18P3S,m,-4
5120,M03024_m,"Trans,Cis-Octadeca-2,11-Dienoyl Coenzyme A",C39H62N7O17P3S,m,-4
5121,M00170_m,(S)-3-Hydroxy-11-Cis-Octadecenoyl Coenzyme A,C39H64N7O18P3S,m,-4
5122,M00841_m,3-Oxo-11-Cis-Octadecenoyl Coenzyme A,C39H62N7O18P3S,m,-4
5123,M03016_x,"Trans,Cis-2,17-Hexacosadienoyl Coenzyme A",C47H78N7O17P3S,x,-4
5124,M00715_x,3(S)-Hydroxy-Hexacosenoyl Coenzyme A,C47H80N7O18P3S,x,-4
5125,M00879_x,3-Oxo-Hexacosenoyl Coenzyme A,C47H80N7O18P3S,x,-4
5126,CE5158_x,"Trans,Cis-2,15-Tetracosadienoyl Coenzyme A",C45H74N7O17P3S,x,-4
5127,CE5157_x,3(S)-Hydroxy-Cis-15-Tetracosaenoyl Coenzyme A,C45H76N7O18P3S,x,-4
5128,CE5156_x,3-Oxo-Cis-15-Tetracosaenoyl Coenzyme A,C45H74N7O18P3S,x,-4
5129,CE5155_x,Docosenoyl Coenzyme A,C43H72N7O17P3S,x,-4
5130,CE5154_x,"Trans,Cis-2,13-Docosadienoyl Coenzyme A",C43H70N7O17P3S,x,-4
5131,CE5153_x,3(S)-Hydroxy-13Cis-Docosenoyl Coenzyme A,C43H72N7O18P3S,x,-4
5132,CE5152_x,3-Oxo-13Cis-Docosenoyl Coenzyme A,C43H70N7O18P3S,x,-4
5133,CE5151_x,11Z-Eicosenoyl Coenzyme A ,C41H68N7O17P3S,x,-4
5134,CE5150_x,"Trans,Cis-2,11-Eicosadienoyl Coenzyme A",C41H66N7O17P3S,x,-4
5135,CE5148_x,3(S)-Hydroxy-11-Cis-Eicosenoyl Coenzyme A,C41H68N7O18P3S,x,-4
5136,CE5144_x,3-Oxo-11-Cis-Eicosenoyl Coenzyme A,C41H66N7O18P3S,x,-4
5137,HC10856_x,"Trans,Cis-Octadeca-2,9-Dienoyl Coenzyme A",C39H62N7O17P3S,x,-4
5138,HC10857_x,(S)-3-Hydroxyoleyleoyl Coenzyme A,C39H64N7O18P3S,x,-4
5139,HC10858_x,3-Oxooleoyl Coenzyme A,C26H34N7O18P3S,x,-4
5140,M01191_x,7Z-Hexadecenoyl Coenzyme A,C37H60N7O17P3S,x,-4
5141,M03019_x,"Trans,Cis-Hexadeca-2,7-Dienoyl Coenzyme A",C37H58N7O17P3S,x,-4
5142,M00172_x,(S)-3-Hydroxy-7-Hexadecenoyl Coenzyme A,C37H60N7O18P3S,x,-4
5143,M00849_x,3-Oxo-7-Hexadecenoyl Coenzyme A,C37H58N7O18P3S,x,-4
5144,M01141_x,5Z-Tetradecenoyl Coenzyme A,C35H56N7O17P3S,x,-4
5145,M03022_x,"Trans,Cis-Myristo-2,5-Dienoyl Coenzyme A",C35H54N7O17P3S,x,-4
5146,M01573_x,Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A,C35H56N7O18P3S,x,-4
5147,M00885_x,3-Oxomyrist-5-Enoyl Coenzyme A,C35H54N7O18P3S,x,-4
5148,CE5116_m,"Trans-3-Cis-8,11,14-Eicosatetraenoyl Coenzyme A",C41H62N7O17P3S,m,-4
5149,CE5114_m,"Trans-2-Cis,Cis,Cis-8,11,14-Eicosatetraenoyl Coenzyme A",C41H62N7O17P3S,m,-4
5150,CE4791_m,3(S)-Hydroxy-Dihomo-Gama-Linolenoyl Coenzyme A,C41H64N7O18P3S,m,-4
5151,CE4793_m,3-Oxo-Dihomo-Gama-Linolenoyl Coenzyme A,C41H62N7O18P3S,m,-4
5152,CE2437_m,"2E,6Z,9Z,12Z-Octadecatetraenoyl Coenzyme A",C39H58N7O17P3S,m,-4
5153,CE2438_m,"3(S)-Hydroxy-6Z,9Z,12Z-Octadecatrienoyl Coenzyme A",C39H60N7O18P3S,m,-4
5154,CE2439_m,"3-Oxo-6Z,9Z,12Z-Octadecatrienoyl Coenzyme A",C39H58N7O18P3S,m,-4
5155,CE2440_m,"4Z,7Z,10Z-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,m,-4
5156,CE2441_m,"2E,4Z,7Z,10Z-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,m,-4
5157,ac_x,Acetate,C2H3O2,x,-1
5158,M01454_r,Cholest-5-En-3B-Yl (9Z-Heptadecenoate),C44H76O2,r,0
5159,M01455_r,"Cholesterol-Ester-11,14,17-Eico",C47H78O2,r,0
5160,M01456_r,"Cholest-5-En-3Beta-Yl (11Z,14Z-Eicosadienoate)",C47H80O2,r,0
5161,M01457_r,Cholesterol-Ester-11-Docose,C49H86O2,r,0
5162,M01458_r,Cholest-5-En-3Beta-Yl (11Z-Eicosenoate),C47H82O2,r,0
5163,M01460_r,"Cholesterol-Ester-13,16,19-Doco",C49H82O2,r,0
5164,M01461_r,"Cholest-5-En-3Beta-Yl (13Z,16Z-Docosadienoate)",C49H84O2,r,0
5165,M01462_r,Cholest-5-En-3B-Yl (13Z-Docosenoate),C49H86O2,r,0
5166,M01463_r,Cholesterol-Ester-13-Eicose,C47H82O2,r,0
5167,M01464_r,Cholesterol-Ester-13-Octade,C45H78O2,r,0
5168,M01465_r,Cholest-5-En-3Beta-Yl (15Z-Tetracosenoate),C51H90O2,r,0
5169,M01466_r,"Cholest-5-En-3Beta-Yl (4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoate)",C49H76O2,r,0
5170,M01467_r,"Cholesterol-Ester-4,7,10,13,16-Docosa",C49H78O2,r,0
5171,M01468_r,"Cholest-5-En-3Beta-Yl (5Z,8Z,11Z,14Z,17Z-Eicosapentaenoate)",C47H74O2,r,0
5172,M01469_r,"Cholesterol-Ester-5,8,11-Eico",C47H78O2,r,0
5173,M01470_r,Cholesterol-Ester-5-Tetra,C41H70O2,r,0
5174,M01471_r,"Cholesterol-Ester-6,9,12,15,18,21-Tetra",C51H80O2,r,0
5175,M01472_r,"Cholesterol-Ester-6,9,12,15,18-Tetraco",C51H82O2,r,0
5176,M01473_r,"Cholesterol-Ester-6,9,12,15-Octa",C45H72O2,r,0
5177,M01474_r,"Cholesterol-Ester-6,9-Octa",C45H76O2,r,0
5178,M01475_r,"Cholest-5-En-3Beta-Yl (7Z,10Z,13Z,16Z,19Z-Docosapentaenoate)",C49H78O2,r,0
5179,M01476_r,"Cholest-5-En-3Beta-Yl (7Z,10Z,13Z,16Z-Docosatetraenoate)",C49H80O2,r,0
5180,M01477_r,Cholesterol-Ester-7-Hexa,C43H74O2,r,0
5181,M01479_r,Cholesterol-Ester-7-Tetrade,C41H70O2,r,0
5182,M01480_r,"Cholesterol-Ester-8,11,14,17-Eico",C47H76O2,r,0
5183,M01481_r,"Cholesterol-Ester-8,11-Eico",C47H80O2,r,0
5184,M01482_r,"Cholesterol-Ester-9,12,15,18,21-Tetra",C51H82O2,r,0
5185,M01483_r,"Cholesterol-Ester-9,12,15,18-Tetraco",C51H84O2,r,0
5186,M01484_r,Cholesterol-Ester-9-Eicose,C47H82O2,r,0
5187,M01485_r,Cholesterol-Ester-9-Heptade,C44H76O2,r,0
5188,M01486_r,Cholesterol-Ester-9-Octa,C45H78O2,r,0
5189,M01487_r,Cholest-5-En-3B-Yl (9Z-Tetradecenoate),C41H70O2,r,0
5190,M01489_r,Cholesterol-Ester-Cis-Vac,C45H78O2,r,0
5191,M01490_r,"Cholest-5-En-3Beta-Yl (8Z,11Z,14Z-Eicosatrienoate)",C47H78O2,r,0
5192,M01491_r,Cholest-5-En-3Beta-Yl Docosanoate,C49H88O2,r,0
5193,M01492_r,Cholest-5-En-3Beta-Yl Eicosanoate,C47H84O2,r,0
5194,M01494_r,Cholesterol-Ester-Heneico,C48H86O2,r,0
5195,M01495_r,Cholest-5-En-3B-Yl (Heptadecanoate),C44H78O2,r,0
5196,M01496_r,Cholesterol-Ester-Hexacosa,C53H96O2,r,0
5197,M01497_r,Cholesterol-Ester-Hexecose,C53H94O2,r,0
5198,M01498_r,Cholest-5-En-3Beta-Yl Dodecanoate,C39H68O2,r,0
5199,M01501_r,Cholest-5-En-3Beta-Yl Tetradecanoate,C41H72O2,r,0
5200,M01502_r,Cholest-5-En-3Beta-Yl Nonadecanoate,C46H82O2,r,0
5201,M01506_r,Cholest-5-En-3B-Yl (Pentadecanoate),C42H74O2,r,0
5202,M01508_r,Cholesterol-Ester-Tetraco,C51H92O2,r,0
5203,M01509_r,Cholesterol-Ester-Trico,C50H90O2,r,0
5204,M01510_r,Cholesterol-Ester-Tridec,C40H70O2,r,0
5205,amp_n,Adenosine Monophosphate,C10H12N5O7P,n,-2
5206,HC01609_c,Uroporphyrinogeni,C40H36N4O16,c,-8
5207,nadh_e,Nicotinamide Adenine Dinucleotide - Reduced,C21H27N7O14P2,e,-2
5208,dsT_antigen_c,Disialyl-T Antigen,C36H56N3O26X,c,-2
5209,ocdca_r,Octadecanoate (N-C18:0),C18H35O2,r,-1
5210,M00245_c,"1,2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One",C6H10O3S,c,0
5211,h2co3_e,Carbonic Acid,CH2O3,e,0
5212,dhlam_c,Dihydrolipoamide,C8H17NOS2,c,0
5213,pail5p_hs_g,1-Phosphatidyl-1D-Myo-Inositol 5-Phosphate,,g,0
5214,coucoa_c,P-Coumaroyl Coenzyme A,C30H38N7O18P3S,c,-4
5215,4hbzcoa_c,4-Hydroxybenzoyl Coenzyme A,C28H36N7O18P3S,c,-4
5216,M00658_m,"2-Methoxy-6-All Trans-Decaprenyl-2-Methoxy-1,4-Benzoquinol",C57H88O3,m,0
5217,M01165_m,"6-Methoxy-3-Methyl-2-All-Trans-Decaprenyl-1,4-Benzoquinol",C58H90O3,m,0
5218,M00770_m,3-Demethylubiquinol-10,C58H90O4,m,0
5219,peplys_c,Peptidyl-L-Lysine,,c,0
5220,M00213_c,Protein N6-Methyl-L-Lysine,,c,0
5221,Ndmelys_c,"Protein N6,N6-Dimethyl-L-Lysine",,c,0
5222,Ntmelys_c,"Protein N6,N6,N6-Trimethyl-L-Lysine",,c,0
5223,M01871_g,(GalNAc)1 (GlcNAc)1 (Ser/Thr)1,X,g,0
5224,M01872_g,(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1,X,g,0
5225,M01872_e,(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1,X,e,0
5226,sTn_antigen_c,Sialyl-Tn Antigen,C19H30N2O13X,c,-1
5227,Ser_Gly_Ala_X_Gly_c,Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site),,c,0
5228,doldp_L_c,"Dolichol Diphosphate, Human Liver Homolog",C25H44O7P2,c,-2
5229,M01869_g,(GlcNAc)6 (Man)3 (Asn)1,C82H135N8O55,g,0
5230,M01870_g," 
(GlcNAc)7 (Man)3 (Asn)1",C90H148N9O60,g,0
5231,M01870_e," 
(GlcNAc)7 (Man)3 (Asn)1",C90H148N9O60,e,0
5232,Ser_Gly_Ala_X_Gly_g,Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site),,g,0
5233,M00673_c,2-Phenylacetamide,C8H9NO,c,0
5234,M01389_c,Beta-D-Glucose-6-Phosphate,C6H11O9P,c,-2
5235,ditp_e,Deoxyinosine-5'-Triphosphate,C10H12N4O13P3,e,-3
5236,HC01361_c,Dihydroneopterin,C9H13N5O4,c,0
5237,hnifedipine_e,Hydroxy Nifedipine,C17H18N2O7,e,0
5238,HC02057_r,"1,2-Diacylglycerol-Ld-Pe-Pool",C5H6O5R2,r,0
5239,M02446_c,Maltoheptaose,C42H72O36,c,0
5240,M02446_e,Maltoheptaose,C42H72O36,e,0
5241,M02447_c,Maltohexaose,C36H62O31,c,0
5242,M02447_e,Maltohexaose,C36H62O31,e,0
5243,M02449_c,Maltopentaose,C30H52O26,c,0
5244,M02449_e,Maltopentaose,C30H52O26,e,0
5245,M02451_c,Maltotetraose,C24H42O21,c,0
5246,M02451_e,Maltotetraose,C24H42O21,e,0
5247,M01966_c,"D-Glucose 1,6-Bisphosphate",C6H10O12P2,c,-4
5248,itacon_c,Itaconic Acid,C5H4O4,c,-2
5249,itacon_e,Itaconic Acid,C5H4O4,e,-2
5250,adpman_e,Adenosine-5'-Diphosphate-D-Mannose,C16H23N5O15P2,e,-2
5251,rbl_D_e,D-Ribulose,C5H10O5,e,0
5252,M01966_e,"D-Glucose 1,6-Bisphosphate",C6H10O12P2,e,-4
5253,M02155_e,Hyodesoxycholic Acid,C24H39O4,e,-1
5254,M01989_e,Glycodeoxycholic Acid,C26H42NO5,e,-1
5255,M02837_e,Retinyl Palmitate,C36H58O3,e,0
5256,M02035_c,Guanidine,CH6N3,c,1
5257,M02035_e,Guanidine,CH6N3,e,1
5258,M02467_c,Metformin,C4H13N5,c,2
5259,M02467_e,Metformin,C4H13N5,e,2
5260,gpi_sig_c,Glycophosphatidylinositol (Gpi) Signal Sequence (C-Terminal Peptide),Y,c,0
5261,m3gacpail_prot_hs_c,M3Gacpail Prot Heparan Sulfate,X,c,0
5262,mem2emgacpail_prot_hs_c,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)",C59H110N3O40P3FULLRCO2FULLR2CO2X,c,0
5263,gpi_sig_e,Glycophosphatidylinositol (Gpi) Signal Sequence (C-Terminal Peptide),Y,e,0
5264,M01881_e,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,X,e,0
5265,M03131_e,V3(Neuac)2-Gb5Cer ((Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1),X,e,0
5266,n5m2masn_c,((N-Acetyl-D-Glucosaminyl)5-(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyl)-L-Asparagine (Protein),C74H122N7O50X,c,0
5267,n5m2masn_e,((N-Acetyl-D-Glucosaminyl)5-(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyl)-L-Asparagine (Protein),C74H122N7O50X,e,0
5268,hretn_e,4 Hydroxy Retinoic Acid,C20H27O3,e,-1
5269,kdn_e,2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid,C9H15O9,e,-1
5270,m3gacpail_prot_hs_e,M3Gacpail Prot Heparan Sulfate,X,e,0
5271,core5_c,Core 5,C16H27N2O10X,c,0
5272,core7_c,Core 7,C16H27N2O10X,c,0
5273,core8_c,Core 8,C14H24NO10X,c,0
5274,mem2emgacpail_prot_hs_e,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)",C59H110N3O40P3FULLRCO2FULLR2CO2X,e,0
5275,dolichol_L_e,"Dolichol, Human Liver Homolog",C25H44O,e,0
5276,M03167_c,5-Phosphonooxy-L-Lysine,C6H14N2O6P,c,-1
5277,M03168_m,3-Oxopropionyl Coenzyme A,C24H34N7O18P3S,m,-4
5278,12dhchol_c,"12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid",C24H37O5,c,-1
5279,12dhchol_e,"12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid",C24H37O5,e,-1
5280,3dhchol_c,"3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid",C24H37O5,c,-1
5281,3dhcdchol_c,3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid,C24H37O4,c,-1
5282,3dhcdchol_e,3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid,C24H37O4,e,-1
5283,3dhchol_e,"3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid",C24H37O5,e,-1
5284,3dhdchol_c,3-dehydro-Deoxycholate,C24H37O4,c,-1
5285,3dhdchol_e,3-dehydro-Deoxycholate,C24H37O4,e,-1
5286,3dhlchol_c,3-dehydro-Lithocholate,C24H37O3,c,-1
5287,3dhlchol_e,3-dehydro-Lithocholate,C24H37O3,e,-1
5288,7dhcdchol_c,7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid,C24H37O4,c,-1
5289,7dhcdchol_e,7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid,C24H37O4,e,-1
5290,7dhchol_c,"7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid",C24H37O5,c,-1
5291,7dhchol_e,"7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid",C24H37O5,e,-1
5292,ca24g_c,"Cholic acid-24glucuronide, CA-24G",C30H47O11,c,-1
5293,ca24g_r,"Cholic acid-24glucuronide, CA-24G",C30H47O11,r,-1
5294,ca24g_e,"Cholic acid-24glucuronide, CA-24G",C30H47O11,e,-1
5295,ca3s_c,Cholic acid 3-sulfate,C24H38O8S,c,-2
5296,ca3s_e,Cholic acid 3-sulfate,C24H38O8S,e,-2
5297,cdca24g_c,"Chenodeoxycholic acid-24glucuronide, CDCA-24G",C30H47O10,c,-1
5298,cdca24g_r,"Chenodeoxycholic acid-24glucuronide, CDCA-24G",C30H47O10,r,-1
5299,cdca24g_e,"Chenodeoxycholic acid-24glucuronide, CDCA-24G",C30H47O10,e,-1
5300,cdca3g_c,"Chenodeoxycholic acid-3glucuronide, CDCA-3G",C30H47O10,c,-1
5301,cdca3g_r,"Chenodeoxycholic acid-3glucuronide, CDCA-3G",C30H47O10,r,-1
5302,cdca3g_e,"Chenodeoxycholic acid-3glucuronide, CDCA-3G",C30H47O10,e,-1
5303,hyochol_c,Hyocholic acid; gamma-Muricholate,C24H39O5,c,-1
5304,coprost_c,Coprostanol,C27H48O,c,0
5305,coprost_e,Coprostanol,C27H48O,e,0
5306,dca24g_c,"Deoxycholic acid-24glucuronide, CDA-24G",C30H47O10,c,-1
5307,dca24g_r,"Deoxycholic acid-24glucuronide, CDA-24G",C30H47O10,r,-1
5308,dca24g_e,"Deoxycholic acid-24glucuronide, CDA-24G",C30H47O10,e,-1
5309,dca3g_c,"Deoxycholic acid-3glucuronide, CDA-3G",C30H47O10,c,-1
5310,dca3g_r,"Deoxycholic acid-3glucuronide, CDA-3G",C30H47O10,r,-1
5311,dca3g_e,"Deoxycholic acid-3glucuronide, CDA-3G",C30H47O10,e,-1
5312,dca3s_c,Deoxycholic acid 3-sulfate,C24H38O7S,c,-2
5313,dca3s_e,Deoxycholic acid 3-sulfate,C24H38O7S,e,-2
5314,gca3s_c,Glycocholic acid 3-sulfate,C26H42NO9S,c,-1
5315,gcdca3s_c,Glycochenodeoxycholic acid 3-sulfate,C26H42NO8S,c,-1
5316,gdca3s_c,Glycodeoxycholic acid 3-sulfate,C26H42NO8S,c,-1
5317,gudca3s_c,Glycoursodeoxycholic acid 3-sulfate,C26H42NO8S,c,-1
5318,hca24g_c,"Hyocholic acid-24glucuronide, HCA-24G",C30H47O11,c,-1
5319,hca6g_c,"Hyocholic acid-6glucuronide, HCA-6G",C30H47O11,c,-1
5320,hdca24g_c,"Hyodeoxycholic acid-24glucuronide, HDCA-24G",C30H47O10,c,-1
5321,hdca6g_c,"Hyodeoxycholic acid-6glucuronide, HDCA-6G",C30H47O10,c,-1
5322,icdchol_c,"Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid",C24H39O4,c,-1
5323,isochol_c,"Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid",C24H39O5,c,-1
5324,lca24g_c,"Lithocholic acid-24glucuronide, CDCA-24G",C30H47O9,c,-1
5325,lca3g_c,"Lithocholic acid-3glucuronide, CDCA-3G",C30H47O9,c,-1
5326,lca3s_c,Lithocholic acid 3-sulfate,C24H38O6S,c,-2
5327,tca3s_c,Taurocholic acid 3-sulfate,C26H44NO10S2,c,-1
5328,tcdca3s_c,Taurochenodeoxycholic acid 3-sulfate,C26H44NO9S2,c,-1
5329,tdca3s_c,Taurodeoxycholic acid 3-sulfate,C26H43NO9S2,c,-2
5330,thyochol_c,"Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine",C26H44NO7S,c,-1
5331,tudca3s_c,Tauroursodeoxycholic acid 3-sulfate,C26H44NO9S2,c,-1
5332,uchol_c,"Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid",C24H39O5,c,-1
5333,udca3s_c,Ursodeoxycholic acid 3-sulfate,C24H38O7S,c,-2
5334,gca3s_e,Glycocholic acid 3-sulfate,C26H42NO9S,e,-1
5335,gcdca3s_e,Glycochenodeoxycholic acid 3-sulfate,C26H42NO8S,e,-1
5336,gdca3s_e,Glycodeoxycholic acid 3-sulfate,C26H42NO8S,e,-1
5337,gudca3s_e,Glycoursodeoxycholic acid 3-sulfate,C26H42NO8S,e,-1
5338,hca24g_e,"Hyocholic acid-24glucuronide, HCA-24G",C30H47O11,e,-1
5339,hca6g_e,"Hyocholic acid-6glucuronide, HCA-6G",C30H47O11,e,-1
5340,hdca24g_e,"Hyodeoxycholic acid-24glucuronide, HDCA-24G",C30H47O10,e,-1
5341,hdca6g_e,"Hyodeoxycholic acid-6glucuronide, HDCA-6G",C30H47O10,e,-1
5342,hyochol_e,Hyocholic acid; gamma-Muricholate,C24H39O5,e,-1
5343,icdchol_e,"Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid",C24H39O4,e,-1
5344,isochol_e,"Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid",C24H39O5,e,-1
5345,lca24g_e,"Lithocholic acid-24glucuronide, CDCA-24G",C30H47O9,e,-1
5346,lca3g_e,"Lithocholic acid-3glucuronide, CDCA-3G",C30H47O9,e,-1
5347,lca3s_e,Lithocholic acid 3-sulfate,C24H38O6S,e,-2
