,ID,Name,Reaction,Flux,Sensitivity
531,25HVITD2tin_Int,25-hydroxyvitamin D2 transport in cytoplasm Interstitial And Synapse,25hvitd2[I] --> 25hvitd2[cA],0.0,0.0
532,25HVITD3t_Int,25-hydroxyvitamin D3 transport from cytoplasm Interstitial And Synapse,25hvitd3[cA] --> 25hvitd3[I],0.0,0.0
533,25HVITD3tin_Int,25-hydroxyvitamin D3 transport in cytoplasm Interstitial And Synapse,25hvitd3[I] --> 25hvitd3[cA],0.0,0.0
534,3AIBt_Int,3-amino-isobutyrate transport Interstitial And Synapse,3aib[cA] --> 3aib[I],1.1743200289695877e-28,0.0
535,ABUTt2r_Int,4-aminobutyrate reversible transport in via proton symport Interstitial And Synapse,4abut[I] + h[I] <=> 4abut[cA] + h[cA],0.0,-3.3280069439011436e-31
536,ACACt2_Int,acetoacetate transport via proton symport Interstitial And Synapse,acac[I] + h[I] <=> acac[cA] + h[cA],0.0,-3.3280069439011436e-31
537,ACALDt_Int,acetaldehyde reversible transport Interstitial And Synapse,acald[I] <=> acald[cA],0.0,-0.0
538,ACt2r_Int,acetate reversible transport via proton symport Interstitial And Synapse,ac[I] + h[I] <=> ac[cA] + h[cA],0.0,-3.3280069439011436e-31
539,ARGLYSex_Int,Arginine/Lysine exchanger (Arg in) Interstitial And Synapse,arg-L[I] + lys-L[cA] --> arg-L[cA] + lys-L[I],0.0,-5.551115123125783e-16
540,ARGtiDF_Int,L-arginine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,arg-L[I] --> arg-L[cA],0.0,-2.7755575615628914e-16
541,ASNt4_Int,L-asparagine transport in via sodium symport Interstitial And Synapse,asn-L[I] + na1[I] --> asn-L[cA] + na1[cA],0.0,-0.5116981132075394
542,BALAVECSEC_Int,B-alanine secretion via secretory vesicle (ATP driven) Interstitial And Synapse,3.0 ala-B[cA] + atp[cA] + h2o[cA] --> adp[cA] + 3.0 ala-B[I] + h[cA] + pi[cA],0.0,3.1086244689504383e-15
543,BHBt_Int,(R)-3-Hydroxybutanoate transport via H+ symport Interstitial And Synapse,bhb[I] + h[I] <=> bhb[cA] + h[cA],0.0,-3.3280069439011436e-31
544,BTNt2_Int,Biotin reversible transport via proton symport Interstitial And Synapse,btn[I] + h[I] <=> btn[cA] + h[cA],-2.1114000000000055,-3.3280069439011436e-31
545,BTNt4i_Int,Biotin uptake (antiport) Interstitial And Synapse,btn[I] + h[cA] --> btn[cA] + h[I],2.1114000000000055,3.3280069439011436e-31
546,CO2t_Int,CO2 transporter via diffusion Interstitial And Synapse,co2[I] <=> co2[cA],32.40779999999986,0.0
547,CRNt_Int,L-carnitine reversible transport Interstitial And Synapse,crn[I] <=> crn[cA],0.0,-0.0
548,CYANt_Int,Cyanide transport via diffusion (extracellular to cytosol) Interstitial And Synapse,cyan[I] <=> cyan[cA],0.0,-0.0
549,CYSGLUexR_Int,L-cysteine/L-glutamine reversible exchanger Interstitial And Synapse,cys-L[I] + gln-L[cA] --> cys-L[cA] + gln-L[I],0.0,-2.520000000000003
550,CYSGLYex_Int,L-cysteine/glycine exchanger Interstitial And Synapse,cys-L[cA] + gly[I] --> cys-L[I] + gly[cA],0.0,0.0
551,CYStec_Int,L-cysteine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,cys-L[I] <=> cys-L[cA],0.0,0.0
552,D-LACt2_Int,D-lactate transport via proton symport Interstitial And Synapse,h[I] + lac-D[I] <=> h[cA] + lac-D[cA],0.0,-3.3280069439011436e-31
553,DGSNt_Int,deoyguanosine transport via diffusion Interstitial And Synapse,dgsn[I] <=> dgsn[cA],0.0,0.0
554,DURIt_Int,deoxyuridine transport via diffusion Interstitial And Synapse,duri[I] <=> duri[cA],0.0,0.0
555,ETOHt_Int,ethanol reversible transport Interstitial And Synapse,etoh[I] <=> etoh[cA],0.0,0.0
556,FE2t_Int,iron (II) transport Interstitial And Synapse,fe2[I] --> fe2[cA],0.0,0.0
557,GLCt2r_Int,D-glucose transport in via proton symport Interstitial And Synapse,glc-D[I] + h[I] --> glc-D[cA] + h[cA],0.0,66.51999999999956
558,GLUt6_Int,"Glutamate transport via Na, H symport and K antiport Interstitial And Synapse",glu-L[I] + h[I] + k[cA] + 3.0 na1[I] --> glu-L[cA] + h[cA] + k[I] + 3.0 na1[cA],4.222799999999955,-3.3280069439011436e-31
559,GLYCt_Int,glycerol transport via channel Interstitial And Synapse,glyc[cA] <=> glyc[I],0.0,-0.0
560,GLYt2r_Int,glycine reversible transport via proton symport Interstitial And Synapse,gly[I] + h[I] <=> gly[cA] + h[cA],3.477749741756792e-14,-0.0
561,H2O2t_Int,hydrogen peroxide transport via diffusion Interstitial And Synapse,h2o2[I] <=> h2o2[cA],0.0,0.0
562,H2Ot_Int,H2O transport via diffusion Interstitial And Synapse,h2o[I] <=> h2o[cA],0.0,4.374907145149947e-17
563,Ht_Int,proton diffusion Interstitial And Synapse,h[cA] --> h[I],0.0,0.0
564,ILEtec_Int,L-isoleucine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,ile-L[I] <=> ile-L[cA],-3.3239282164113625e-29,0.0
565,Kt1r_Int,potassium transport via uniport (facilitated diffusion) Interstitial And Synapse,k[I] <=> k[cA],-1.4075999999999853,0.0
566,L-LACt2r_Int,L-lactate reversible transport via proton symport Interstitial And Synapse,h[I] + lac-L[I] <-- h[cA] + lac-L[cA],-7.037999999999805,-3.3280069439011436e-31
567,LEUtec_Int,L-leucine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,leu-L[I] <=> leu-L[cA],0.0,0.0
568,LYStiDF_Int,L-lysine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,lys-L[I] <=> lys-L[cA],0.0,0.0
569,NH4t3r_Int,ammonia transport via proton antiport Interstitial And Synapse,h[I] + nh4[cA] <=> h[cA] + nh4[I],-4.22280000000013,-3.3280069439011436e-31
570,NaKt_Int,Na+/K+ exchanging ATPase Interstitial And Synapse,atp[cA] + h2o[cA] + 2.0 k[I] + 3.0 na1[cA] --> adp[cA] + h[cA] + 2.0 k[cA] + 3.0 na1[I] + pi[cA],2.81519999999997,2.220446049250313e-16
571,O2St_Int,superoxide anion transport via diffusion (extracellular) Interstitial And Synapse,o2s[cA] <=> o2s[I],3.392005760912945e-14,1.1102230246251565e-16
572,O2t_Int,o2 transport (diffusion) Interstitial And Synapse,o2[I] <=> o2[cA],-32.407799999999924,-4.218847493575595e-15
573,ORNtiDF_Int,ornithine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,orn[I] --> orn[cA],0.0,-1.683396226415116
574,PEFLIP_Int,phosphatidylethanolamine flippase Interstitial And Synapse,atp[cA] + h2o[cA] + pe_hs[I] --> adp[cA] + h[cA] + pe_hs[cA] + pi[cA],0.0,-2.9022641509434237
575,PIt7_Int,phosphate transport in/out via three Na+ symporter Interstitial And Synapse,3.0 na1[I] + pi[I] <=> 3.0 na1[cA] + pi[cA],0.0,0.0
576,PPAt_Int,"Propionate transport, diffusion Interstitial And Synapse",ppa[I] --> ppa[cA],0.0,0.0
577,PROt2r_Int,L-proline reversible transport via proton symport Interstitial And Synapse,h[I] + pro-L[I] <=> h[cA] + pro-L[cA],0.0,-3.3280069439011436e-31
578,PSFLIP_Int,phosphatidylserine flippase Interstitial And Synapse,atp[cA] + h2o[cA] + ps_hs[I] --> adp[cA] + h[cA] + pi[cA] + ps_hs[cA],0.0,-1.260000000000013
579,PYRt2r_Int,pyruvate reversible transport via proton symport Interstitial And Synapse,h[I] + pyr[I] --> h[cA] + pyr[cA],0.0,1.0596226415094598
580,SARCStex_Int,Sarcosine transport (extracellular to cytosol) Interstitial And Synapse,sarcs[I] <=> sarcs[cA],0.0,0.0
581,SERGLNexR_Int,L-Serine/Glutamine reversible exchange Interstitial And Synapse,gln-L[cA] + ser-L[I] --> gln-L[I] + ser-L[cA],0.0,-2.520000000000005
582,SERGLYexR_Int,L-Serine/Glycine reversible exchange Interstitial And Synapse,gly[cA] + ser-L[I] <=> gly[I] + ser-L[cA],-2.3485014265294394e-14,0.0
583,SERt4_Int,L-serine via sodium symport Interstitial And Synapse,na1[I] + ser-L[I] --> na1[cA] + ser-L[cA],0.0,-0.4200000000000045
584,SO4HCOtex_Int,sulfate transport via bicarbonate countertransport Interstitial And Synapse,2.0 hco3[cA] + so4[I] --> 2.0 hco3[I] + so4[cA],0.0,0.0
585,TCYNTt_Int,Thiocyanate transport via diffusion (cytosol to extracellular) Interstitial And Synapse,tcynt[cA] --> tcynt[I],0.0,0.0
586,THYMDt1_Int,thymd transport Interstitial And Synapse,thymd[I] --> thymd[cA],0.0,0.0
587,URIt_Int,uridine facilated transport in cytosol Interstitial And Synapse,uri[I] <=> uri[cA],0.0,0.0
588,VALtec_Int,L-valine transport via diffusion (extracellular to cytosol) Interstitial And Synapse,val-L[I] <=> val-L[cA],1.1743200289695877e-28,0.0
589,UREAt_Int,Urea transporter Interstitial And Synapse,urea[I] <=> urea[cA],0.0,0.0
590,GLNtN1_Int,Glutamine transporter Interstitial And Synapse,gln-L[I] + h[cA] + na1[I] <=> gln-L[cA] + h[I] + na1[cA],-4.222799999999955,3.8857805861880513e-16
591,ALAtN1_Int,"Alanine transport (Na, H coupled) Interstitial And Synapse",ala-L[I] --> ala-L[cA],-1.7904751560243697e-13,0.0
592,EX_NACASPt_Int,N-Acetyl-l-aspartate sent to oligodendrocytes,Nacasp[I] --> ,0.0,-35.090188679244996
593,DM_10fthf5glu_Neuron,10-formyltetrahydrofolate-[Glu](5) Demand Neuron,10fthf5glu[cN] --> ,0.0,-124.86075471698014
594,DM_10fthf6glu_Neuron,10-formyltetrahydrofolate-[Glu](6) Demand Neuron,10fthf6glu[cN] --> ,0.0,-155.95094339622517
595,DM_10fthf7glu_Neuron,10-formyltetrahydrofolate-[Glu](7) Demand Neuron,10fthf7glu[cN] --> ,0.0,-187.04113207547022
596,DM_5thf_Neuron,pentaglutamyl folate (THF) Demand Neuron,5thf[cN] --> ,0.0,-121.95094339622543
597,DM_6dhf_Neuron,haxglutamyl folate (DHF) Demand Neuron,6dhf[cN] --> ,0.0,31.090188679245063
598,DM_6thf_Neuron,hexaglutamyl folate (THF) Demand Neuron,6thf[cN] --> ,0.0,-153.04113207547047
599,DM_7dhf_Neuron,heptaglutamyl folate (DHF) Demand Neuron,7dhf[cN] --> ,0.0,0.0
600,DM_7thf_Neuron,heptaglutamyl folate (THF) Demand Neuron,7thf[cN] --> ,0.0,-184.13132075471552
601,DM_ahcys_Neuron,ahcys demand Neuron,ahcys[cN] --> ,0.0,-0.3333333333333268
602,DM_atp(c)_Neuron,atp demand Neuron,atp[cN] + h2o[cN] --> adp[cN] + h[cN] + pi[cN],33.78,-1.9999999999999831
603,DM_fald_Neuron,Formaldehyde Demand Neuron,fald[cN] --> ,0.0,0.0
604,DM_for_Neuron,Formate Demand Neuron,for[cN] --> ,0.0,-1.4098113207546927
605,DM_pheme(c)_Neuron,DM_pheme(c) Neuron,pheme[cN] --> ,0.0,-311.13924528301646
606,DM_q10(m)_Neuron,DM_q10(m) Neuron,q10[mN] --> ,0.0,2.9999999999999774
607,DM_thf(c)_Neuron,thf demand Neuron,thf[cN] --> ,0.0,2.40981132075472
608,EX_pe_hs(e)_Neuron,phosphatidylethanolamine (homo sapiens) exchange Neuron,pe_hs[I] --> ,0.0,0.0
609,EX_ps_hs(e)_Neuron,phosphatidylserine (homo sapiens) exchange Neuron,ps_hs[I] --> ,0.0,0.0
610,sink_4hpro-LT(m)_Neuron,sink_4hpro-LT(m) Neuron,4hpro-LT[mN] --> ,0.0,-33.499999999999766
611,sink_amet_Neuron,sink_amet Neuron,amet[cN] --> ,0.0,0.0
612,sink_decdp_Neuron,all trans Decaprenyl diphosphate sink Neuron,decdp[cN] --> ,0.0,0.0
613,sink_dhf(c)_Neuron,sink_dhf(c) Neuron,dhf[cN] --> ,0.0,186.54113207547022
614,sink_dmgly_Neuron,"N,N-Dimethylglycine sink Neuron",dmgly[cN] --> ,0.0,-14.409811320754631
615,sink_tyr-L(m)_Neuron,sink_tyr-L(m) Neuron,tyr-L[mN] --> ,0.0,-0.9235220125785784
616,10FTHF5GLUtm_Neuron,"5-glutamyl-10FTHF transport, mitochondrial Neuron",10fthf5glu[mN] --> 10fthf5glu[cN],0.0,0.0
617,10FTHF6GLUtm_Neuron,"6-glutamyl-10FTHF transport, mitochondrial Neuron",10fthf6glu[mN] --> 10fthf6glu[cN],0.0,0.0
618,10FTHF7GLUtm_Neuron,"7-glutamyl-10FTHF transport, mitochondrial Neuron",10fthf7glu[mN] --> 10fthf7glu[cN],0.0,0.0
619,10FTHFtm_Neuron,10-Formyltetrahydrofolate mitochondrial transport via diffusion Neuron,10fthf[cN] <=> 10fthf[mN],0.0,0.0
620,"1a,24,25VITD2Hm_Neuron","1-alpha-Vitamin D-24,25-hydroxylase (D2) Neuron",2425dhvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd2[mN] + h2o[mN] + nadp[mN],0.0,0.0
621,"1a,24,25VITD3Hm_Neuron","1-alpha-Vitamin D-24,25-hydroxylase (D3) Neuron",2425dhvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd3[mN] + h2o[mN] + nadp[mN],0.0,-6.106226635438361e-16
622,"1a,25VITD2Hm_Neuron","1-alpha,24R,25-Vitamin D-hydroxylase (D2) Neuron",1a25dhvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd2[mN] + h2o[mN] + nadp[mN],0.0,0.0
623,"1a,25VITD3Hm_Neuron","1-alpha,24R,25-Vitamin D-hydroxylase (D3) Neuron",1a25dhvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd3[mN] + h2o[mN] + nadp[mN],0.0,-1.2212453270876722e-15
624,"24,25VITD2Hm_Neuron",24R-Vitamin D-25-hydroxylase (D2) Neuron,25hvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 2425dhvitd2[mN] + h2o[mN] + nadp[mN],0.0,-8.881784197001252e-16
625,"24,25VITD3Hm_Neuron",24R-Vitamin D-25-hydroxylase (D3) Neuron,25hvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 2425dhvitd3[mN] + h2o[mN] + nadp[mN],0.0,-6.106226635438361e-16
626,25HVITD2t_Neuron,25-hydroxyvitamin D2 transport from cytoplasm Neuron,25hvitd2[cN] --> 25hvitd2[I],0.0,0.0
627,25HVITD2tin_Neuron,25-hydroxyvitamin D2 transport in cytoplasm Neuron,25hvitd2[I] --> 25hvitd2[cN],0.0,0.0
628,25HVITD2tin_m_Neuron,25-hydroxyvitamin D2 transport in mitochondria Neuron,25hvitd2[cN] --> 25hvitd2[mN],0.0,0.0
629,25HVITD2tm_Neuron,25-hydroxyvitamin D2 transport from mitochondria Neuron,25hvitd2[mN] --> 25hvitd2[cN],0.0,0.0
630,25HVITD3t_Neuron,25-hydroxyvitamin D3 transport from cytoplasm Neuron,25hvitd3[cN] --> 25hvitd3[I],0.0,0.0
631,25HVITD3tin_Neuron,25-hydroxyvitamin D3 transport in cytoplasm Neuron,25hvitd3[I] --> 25hvitd3[cN],0.0,0.0
632,25HVITD3tin_m_Neuron,25-hydroxyvitamin D3 transport in mitochondria Neuron,25hvitd3[cN] --> 25hvitd3[mN],0.0,0.0
633,25HVITD3tm_Neuron,25-hydroxyvitamin D3 transport from mitochondria Neuron,25hvitd3[mN] --> 25hvitd3[cN],0.0,0.0
634,25VITD2Hm_Neuron,1-alpha-Vitamin D-25-hydroxylase (D2) Neuron,25hvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a25dhvitd2[mN] + h2o[mN] + nadp[mN],0.0,-6.106226635438361e-16
635,25VITD3Hm_Neuron,1-alpha-Vitamin D-25-hydroxylase (D3) Neuron,25hvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a25dhvitd3[mN] + h2o[mN] + nadp[mN],0.0,-6.106226635438361e-16
636,2AMADPTm_Neuron,L-2-aminoadipate shuttle (cytosol/mitochondria) Neuron,L2aadp[cN] + akg[mN] <=> L2aadp[mN] + akg[cN],0.0,-0.0
637,2OXOADOXm_Neuron,2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) (mitochondria) Neuron,2oxoadp[mN] + coa[mN] + nad[mN] --> co2[mN] + glutcoa[mN] + nadh[mN],0.0,-1.7763568394002505e-14
638,2OXOADPTm_Neuron,2-oxoadipate shuttle (cytosol/mitochondria) Neuron,2oxoadp[cN] + akg[mN] <=> 2oxoadp[mN] + akg[cN],0.0,-0.0
639,34HPLFM_Neuron,3-(4-hydroxyphenyl-)lactate formation Neuron,34hpp[mN] + h[mN] + nadh[mN] --> 34hpl[mN] + nad[mN],0.0,2.7755575615628914e-16
640,3AIBTm_Neuron,"L-3-aminoisobutyrate transaminase, mitochondrial Neuron",2mop[mN] + glu-L[mN] <=> 3aib[mN] + akg[mN],-1.1743200289695877e-28,0.0
641,3AIBt_Neuron,3-amino-isobutyrate transport Neuron,3aib[cN] --> 3aib[I],-1.1743200289695877e-28,-7.105427357601002e-15
642,3AIBtm_Neuron,"3-amino-isobutyrate transport, mitochondrial Neuron",3aib[mN] --> 3aib[cN],-1.1743200289695877e-28,0.0
643,3DPHBH1_Neuron,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADH) Neuron,3dphb[mN] + h[mN] + nadh[mN] + o2[mN] --> 3dpdhb[mN] + h2o[mN] + nad[mN],0.0,-1.27675647831893e-15
644,3DPHBH2_Neuron,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADPH) Neuron,3dphb[mN] + h[mN] + nadph[mN] + o2[mN] --> 3dpdhb[mN] + h2o[mN] + nadp[mN],0.0,-0.49999999999999767
645,3HBCDm_Neuron,"3-hydroxybutyryl-CoA dehydratase, mitochondrial Neuron",b2coa[mN] + h2o[mN] <=> 3hbcoa-R[mN],0.0,0.0
646,3HBCOAHLm_Neuron,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial Neuron",3hibutcoa[mN] + h2o[mN] --> 3hmp[mN] + coa[mN] + h[mN],-1.1743200289695877e-28,-1.1657341758564144e-15
647,3SALAASPm_Neuron,cysteinesulfinate-aspartate mitochondrial shuttle Neuron,3sala[mN] + asp-L[cN] <=> 3sala[cN] + asp-L[mN],0.0,-0.0
648,3SALATAim_Neuron,"3-sulfino-alanine transaminase (irreversible), mitochondrial Neuron",3sala[mN] + akg[mN] + h[mN] --> 3snpyr[mN] + glu-L[mN],0.0,-1.4988010832439613e-15
649,3SPYRSPm_Neuron,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial Neuron",3snpyr[mN] + h2o[mN] --> h[mN] + pyr[mN] + so3[mN],0.0,-1.1657341758564144e-15
650,4ABUTtm_Neuron,4-aminobutanoate mitochondrial transport via diffusion Neuron,4abut[cN] <=> 4abut[mN],0.0,-0.0
651,4HBZCOAFm_Neuron,4-hydroxybenzoyl-CoA formation Neuron,coa[mN] + coucoa[mN] + h2o[mN] + nad[mN] --> 4hbzcoa[mN] + accoa[mN] + h[mN] + nadh[mN],0.0,-1.1657341758564144e-15
652,4HBZFm_Neuron,4-hydroxybenzoate formation Neuron,4hbzcoa[mN] + h2o[mN] --> 4hbz[mN] + coa[mN] + h[mN],0.0,-1.1657341758564144e-15
653,4HGLSDm_Neuron,"L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial Neuron",4hglusa[mN] + h2o[mN] + nad[mN] <=> e4hglu[mN] + 2.0 h[mN] + nadh[mN],0.0,6.661338147750939e-16
654,5AOPtm_Neuron,5-Aminolevulinate mitochondrial transport Neuron,5aop[cN] <=> 5aop[mN],0.0,-0.0
655,5HOXINDACTOXm_Neuron,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito) Neuron,5hoxindact[mN] + h2o[mN] + nad[mN] --> 5hoxindoa[mN] + 2.0 h[mN] + nadh[mN],0.0,-1.1102230246251565e-16
656,5THFtm_Neuron,"5-glutamyl-THF transport,m mitochondrial Neuron",5thf[mN] --> 5thf[cN],0.0,0.0
657,6DHFtm_Neuron,"6-glutamyl-DHF transport,m mitochondrial Neuron",6dhf[mN] --> 6dhf[cN],0.0,-1.2434497875801753e-14
658,6THFtm_Neuron,"6-glutamyl-THF transport,m mitochondrial Neuron",6thf[mN] --> 6thf[cN],0.0,0.0
659,7DHFtm_Neuron,"7-glutamyl-DHF transport,m mitochondrial Neuron",7dhf[mN] --> 7dhf[cN],0.0,0.0
660,7THFtm_Neuron,"7-glutamyl-THF transport,m mitochondrial Neuron",7thf[mN] --> 7thf[cN],0.0,0.0
661,AACOAT_Neuron,Acetoacetyl-CoA:acetate CoA-transferase Neuron,acac[cN] + atp[cN] + coa[cN] --> aacoa[cN] + amp[cN] + ppi[cN],0.0,-38.99999999999969
662,AACTOOR_Neuron,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing) Neuron,aact[cN] + h2o[cN] + o2[cN] --> h2o2[cN] + mthgxl[cN] + nh4[cN],0.0,-8.881784197001252e-16
663,AACTtm_Neuron,Aminoacetone transport (mitochondrial) Neuron,aact[mN] --> aact[cN],0.0,0.0
664,AASAD3m_Neuron,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial Neuron",L2aadp6sa[mN] + h2o[mN] + nad[mN] --> L2aadp[mN] + 2.0 h[mN] + nadh[mN],0.0,3.3306690738754696e-16
665,AATAi_Neuron,"2-aminoadipate transaminase, irreversible Neuron",L2aadp[cN] + akg[cN] --> 2oxoadp[cN] + glu-L[cN],0.0,0.0
666,ABTArm_Neuron,"4-aminobutyrate transaminase, reversible (mitochondrial) Neuron",4abut[mN] + akg[mN] <=> glu-L[mN] + sucsal[mN],0.0,-0.0
667,ABUTt2r_Neuron,4-aminobutyrate reversible transport in via proton symport Neuron,4abut[I] + h[I] <=> 4abut[cN] + h[cN],0.0,-0.0
668,ACACT10m_Neuron,"acetyl-CoA C-acetyltransferase, mitochondrial Neuron",2maacoa[mN] + coa[mN] <=> accoa[mN] + ppcoa[mN],3.3239282164113625e-29,-0.0
669,ACACT1r_Neuron,acetyl-CoA C-acetyltransferase Neuron,2.0 accoa[cN] <=> aacoa[cN] + coa[cN],0.0,0.0
670,ACACT1rm_Neuron,"acetyl-CoA C-acetyltransferase, mitochondrial Neuron",2.0 accoa[mN] <=> aacoa[mN] + coa[mN],0.0,0.0
671,ACACt2_Neuron,acetoacetate transport via proton symport Neuron,acac[I] + h[I] --> acac[cN] + h[cN],0.0,-2.9449056603774437
672,ACACt2m_Neuron,Acetoacetate mitochondrial transport via H+ symport Neuron,acac[cN] + h[cN] <=> acac[mN] + h[mN],0.0,-1.4432899320127035e-15
673,ACALDt_Neuron,acetaldehyde reversible transport Neuron,acald[I] <=> acald[cN],0.0,0.0
674,ACALDtm_Neuron,acetaldehyde mitochondrial diffusion Neuron,acald[mN] <=> acald[cN],0.0,-0.0
675,ACCOALm_Neuron,acetate-CoA ligase (AMP-forming) Neuron,atp[mN] + coa[mN] + ppa[mN] --> amp[mN] + ppcoa[mN] + ppi[mN],0.0,-3.552713678800501e-15
676,ACOAD10m_Neuron,"acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial Neuron",2mbcoa[mN] + fad[mN] --> 2mb2coa[mN] + fadh2[mN],3.3239282164113625e-29,-1.6431300764452317e-14
677,ACOAD1fm_Neuron,"acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial Neuron",btcoa[mN] + fad[mN] --> b2coa[mN] + fadh2[mN],0.0,-0.4999999999999969
678,ACOAD8m_Neuron,"acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial Neuron",fad[mN] + ivcoa[mN] --> 3mb2coa[mN] + fadh2[mN],0.0,-5.610754716981235
679,ACOAD9m_Neuron,"acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial Neuron",fad[mN] + ibcoa[mN] --> 2mp2coa[mN] + fadh2[mN],-1.1743200289695877e-28,0.0
680,ACONTm_Neuron,Aconitate hydratase Neuron,cit[mN] <=> icit[mN],10.802599999999964,0.0
681,ACRNtm_Neuron,O-acetylcarnintine transport into mitochondria via diffusion Neuron,acrn[cN] --> acrn[mN],0.0,0.0
682,ACSm_Neuron,acetyl-CoA synthetase Neuron,ac[mN] + atp[mN] + coa[mN] --> accoa[mN] + amp[mN] + ppi[mN],0.0,-8.677358490566
683,ACYP_Neuron,acylphosphatase Neuron,13dpg[cN] + h2o[cN] --> 3pg[cN] + h[cN] + pi[cN],0.0,-1.9999999999999845
684,ACt2m_Neuron,acetate mitochondrial transport via proton symport Neuron,ac[cN] + h[cN] <=> ac[mN] + h[mN],0.0,3.3306690738754696e-16
685,ADCim_Neuron,"Acetoacetate decarboxylation (irreversible), mitochondrial Neuron",acac[mN] + h[mN] --> acetone[mN] + co2[mN],0.0,-1.4988010832439613e-15
686,ADK1_Neuron,adenylate kinase Neuron,amp[cN] + atp[cN] --> 2.0 adp[cN],0.0,-1.999999999999981
687,ADK1m_Neuron,"adenylate kinase, mitochondrial Neuron",amp[mN] + atp[mN] <=> 2.0 adp[mN],0.0,0.0
688,ADK3m_Neuron,adentylate kinase (GTP) Neuron,amp[mN] + gtp[mN] <=> adp[mN] + gdp[mN],0.0,0.0
689,ADPRDPm_Neuron,ADPribose diphosphatase (mitochondrial) Neuron,adprib[mN] + h2o[mN] --> amp[mN] + 2.0 h[mN] + r5p[mN],0.0,-3.9999999999999822
690,AGMTm_Neuron,agmatinase (m) Neuron,agm[mN] + h2o[mN] --> ptrc[mN] + urea[mN],0.0,0.0
691,AGPRim_Neuron,"N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial Neuron",acg5p[mN] + h[mN] + nadph[mN] --> acg5sa[mN] + nadp[mN] + pi[mN],0.0,-1.6653345369377348e-16
692,AGTim_Neuron,"alanine-glyoxylate transaminase (irreversible), mitochondrial Neuron",ala-L[mN] + glx[mN] --> gly[mN] + pyr[mN],0.0,0.0
693,AKGDm_Neuron,2-oxoglutarate dehydrogenase Neuron,akg[mN] + coa[mN] + nad[mN] --> co2[mN] + nadh[mN] + succoa[mN],10.802599999999964,0.0
694,AKGMALtm_Neuron,alpha-ketoglutarate/malate transporter Neuron,akg[mN] + mal-L[cN] <=> akg[cN] + mal-L[mN],10.802599999999984,0.0
695,ALASm_Neuron,5-aminolevulinate synthase Neuron,gly[mN] + h[mN] + succoa[mN] --> 5aop[mN] + co2[mN] + coa[mN],0.0,-1.4988010832439613e-15
696,ALCD2if_Neuron,"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde) Neuron",etoh[cN] + nad[cN] --> acald[cN] + h[cN] + nadh[cN],0.0,-2.9403773584905415
697,ALCD2yf_Neuron,"alcohol dehydrogenase (ethanol, NADP), forward reaction Neuron",etoh[cN] + nadp[cN] --> acald[cN] + h[cN] + nadph[cN],0.0,-2.440377358490538
698,ALDD20xm_Neuron,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial Neuron",h2o[mN] + id3acald[mN] + nad[mN] --> 2.0 h[mN] + ind3ac[mN] + nadh[mN],0.0,-1.1102230246251565e-16
699,ALDD2x_Neuron,"aldehyde dehydrogenase (acetaldehyde, NAD) Neuron",acald[cN] + h2o[cN] + nad[cN] --> ac[cN] + 2.0 h[cN] + nadh[cN],0.0,-0.5000000000000042
700,ALDD2xm_Neuron,"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial Neuron",acald[mN] + h2o[mN] + nad[mN] --> ac[mN] + 2.0 h[mN] + nadh[mN],0.0,-3.1308289294429414e-14
