,harmonic_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality,load_centrality,katz_centrality_numpy,pagerank,information_centrality,global_reaching_centrality
G14T21g,2152.097619047586,2.7765115519867312e-06,6.710449995839049e-07,0.27026335975453847,6.847350841445581e-07,0.011582954325844417,0.0001351348779394584,0.0007689506088008304,0.2110179478678302
G14T2g,2151.0976190475876,2.732751996967893e-06,4.2584713577308777e-07,0.27021400920312616,4.5626767596983306e-07,0.011582838433635306,0.00013513487034915472,0.0007686583061690405,0.2110179478678302
G14T3g,2150.2642857142555,2.6891982797779792e-06,3.577418503901529e-07,0.2701745417366538,3.353784119162321e-07,0.011582722548371322,0.00013513486249416606,0.0007683619017350927,0.2110179478678302
G14T4g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.00013513487021752106,0.0007686583680181197,0.2110179478678302
G14T5g,2152.097619047586,2.7765115519867312e-06,6.710449995839049e-07,0.27026335975453847,6.847350841445581e-07,0.011582954325844417,0.00013513487793945838,0.0007689506088008228,0.2110179478678302
G14T6g,2150.2642857142555,2.6891982797779792e-06,3.577418503901529e-07,0.2701745417366538,3.353784119162321e-07,0.011582722548371322,0.00013513486249416606,0.0007683619017350894,0.2110179478678302
G14T7g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.00013513487021752103,0.000768658368018123,0.2110179478678302
G14T8g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.00013513487021752103,0.0007686583680181144,0.2110179478678302
G14T9g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.00013513487021752103,0.0007686583680181284,0.2110179478678302
G14Tg,2822.7428571428386,6.083496142505703e-05,0.0002869021063274092,0.34673602324382585,0.00020115928288736568,0.011596750274351447,0.00013513576883607574,0.0007870380408560529,0.2110179478678302
G16MT_L,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.0001351344289586763,0.0006608092402291416,0.2110179478678302
G16MT_U,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.0001351344289586763,0.0006608092402291448,0.2110179478678302
G1M6MASNB1terg,1956.2535714286464,3.381954341630759e-08,9.732932199110733e-06,0.25259456506896083,1.3062851921780307e-05,0.011568816087152572,0.00013513383108108108,0.0002681621256381675,0.2110179478678302
G1M7MASNBterg,1956.2535714286464,3.3819586669377734e-08,9.735020074584535e-06,0.25259456506896083,1.3063895859517208e-05,0.011568816087152595,0.00013513383108108108,0.0002681624171373868,0.2110179478678302
G1M7MASNCterg,1956.2535714286464,3.3819586669377734e-08,9.735020074584535e-06,0.25259456506896083,1.3063895859517207e-05,0.011568816087152595,0.00013513383108108108,0.0002681624171373884,0.2110179478678302
G1M8MASNterg,1961.5535714286466,5.992193528202584e-08,1.3665444134176251e-05,0.2530957104741055,1.8048808663915e-05,0.011569047925431725,0.0001351338444607974,0.0003667288705870251,0.2110179478678302
G1PTT,3022.0333333335907,0.002355495315539019,7.117621576938822e-05,0.37467085274458173,8.921647093679021e-05,0.011589074337012978,0.00013513464744644945,0.0007857830319718856,0.2110179478678302
G2M8MASNterg,1959.970238095313,3.410353555748926e-08,9.914048176264512e-06,0.2530264687777854,1.3021550114998115e-05,0.011568816094109651,0.00013513383088169709,0.00026817327989201237,0.2110179478678302
G3M8MASNterg,2088.345238095273,6.469141077835667e-08,1.8270810523454288e-05,0.2679437966249004,2.452537709852556e-05,0.011568932282689105,0.000135133832690904,0.00032257281969128666,0.2110179478678302
G3PD1,4060.2166666668722,0.02448605230360139,0.0005080616008759543,0.47852800413917995,0.0004740373817873994,0.011724678300658454,0.00013513601435841303,0.0008090793902643677,0.2110179478678302
G3PD2m,4133.966666666858,0.0246061111506207,0.0024773408983236895,0.48521214505869237,0.002401723314759417,0.011738063265012737,0.0001351363472237735,0.0008093711130038031,0.2110179478678302
G5SADrm,3200.4000000003393,0.0018632827282804175,2.4436980380466934e-05,0.37514576889925466,3.185731408407855e-05,0.011640352323458888,0.00013513550905840018,0.0008047779493710552,0.2110179478678302
G5SADs,4297.183333333282,0.02850636256407929,0.0003068057197030233,0.5037445533769063,0.00028213988046532445,0.01176480064492806,0.00013513574373757862,0.0008098286884553195,0.2110179478678302
G5SDym,3139.809523809793,0.0018441964949293542,2.5579183257631313e-05,0.36831101597889393,4.2604966608309955e-05,0.011634198523426583,0.00013513530170987498,0.0008040550615363319,0.2110179478678302
G6PDA,3729.6333333336265,0.014519912059565376,8.242957843883982e-05,0.44393112137757246,9.51699517773837e-05,0.011674416969039878,0.00013513507521296795,0.0008073582809910198,0.2110179478678302
G6PDH1rer,2854.7500000000027,3.4483949213770487e-05,1.4912255850366613e-05,0.3474850889963838,2.4926307338422102e-05,0.011605734279908613,0.0001351351824669503,0.0007949830929950115,0.2110179478678302
G6PDH2r,4048.8833333335383,0.02444906670031689,0.00011884606850060035,0.4779098307712182,0.00011130574636908576,0.01172189685643311,0.0001351353138241964,0.000809013828990263,0.2110179478678302
G6PDH2rer,2854.250000000002,3.771915453534213e-05,1.1793691855787999e-05,0.34738720127705525,1.76274399884454e-05,0.011605850862890553,0.0001351351385179769,0.0007950208540554493,0.2110179478678302
G6PPer,2817.066666666653,3.554565412254375e-05,9.68257836028092e-05,0.3477300498167121,0.00015567426676699281,0.011592611796187237,0.0001351348722416671,0.000787232569122648,0.2110179478678302
G6Pter,2671.283333333204,9.209893351792487e-05,6.143848554946186e-06,0.33862700228832954,6.7584625365201886e-06,0.011569982087590778,0.00013513404952797772,0.0005525686437962387,0.2110179478678302
GABAVESSEC,4358.516666666522,0.028956878081340162,0.00043101049338623314,0.5094326631781878,0.0003775676618195525,0.011776769641615661,0.00013513649156804547,0.0008099973370433493,0.2110179478678302
GACMTRc,4051.1000000002073,0.02445091343494631,0.0003185916337704853,0.4782496283368884,0.00030087552276155386,0.011722360493585451,0.0001351357793219236,0.000809024264894548,0.2110179478678302
GACPAILter,2222.164285714153,2.332139056441159e-06,3.0444184826908445e-07,0.28342143568528305,7.761165205775798e-07,0.011568816635101842,0.00013513379720586036,0.0002697998123693905,0.2110179478678302
GAL3ST11,2784.7761904761423,6.086353627649321e-05,0.00028410674353163704,0.3449899752879191,0.0002780068781503585,0.01158898948997962,0.00013513593573086498,0.0007800818715210887,0.2110179478678302
GAL3ST12,2784.7761904761423,6.085094989232086e-05,0.0008244696413832674,0.3449899752879191,0.0008274983474087315,0.01158898948764765,0.0001351360483434776,0.0007800079812978389,0.2110179478678302
GALACGLCGALGBSIDEte,1559.6658730161384,3.1850597876757573e-11,0.00027030679821597536,0.2048109394895643,0.0002703067982159756,0.01156869989533941,0.0001351358108108108,6.226432127472766e-05,0.2110179478678302
GALACGLCGALGBSIDEtg,1996.7488095238891,4.3700562947274997e-08,0.0005405405207903676,0.2575356769926906,0.000540540520790368,0.01156870017815237,0.00013513446497517926,0.00011541264123683515,0.2110179478678302
GALASE10ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062002,0.0007884958597634805,0.2110179478678302
GALASE11ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062002,0.0007884958597634782,0.2110179478678302
GALASE12ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634828,0.2110179478678302
GALASE13ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634816,0.2110179478678302
GALASE14ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634703,0.2110179478678302
GALASE15ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634839,0.2110179478678302
GALASE16ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.000788495859763476,0.2110179478678302
GALASE17ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634862,0.2110179478678302
GALASE18ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634793,0.2110179478678302
GALASE19ly,2597.7023809521716,2.787483814677418e-05,8.681559279418328e-05,0.3208725443427729,0.000156994977014675,0.01159397785172223,0.00013513556227911846,0.0007885701393381917,0.2110179478678302
GALASE1ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634884,0.2110179478678302
GALASE20ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634872,0.2110179478678302
GALASE3ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634884,0.2110179478678302
GALASE4ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062004,0.0007884958597634793,0.2110179478678302
GALASE5ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062007,0.0007884958597634816,0.2110179478678302
GALASE6ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062007,0.000788495859763485,0.2110179478678302
GALASE7ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062007,0.0007884958597634839,0.2110179478678302
GALASE8ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062007,0.0007884958597634782,0.2110179478678302
GALASE9ly,2574.1666666664355,2.787477546683146e-05,6.807243801250338e-07,0.31625064113523677,6.968504265834566e-07,0.0115938621647154,0.00013513511180062007,0.0007884958597634862,0.2110179478678302
GALC,2575.4999999997676,2.790002743030083e-05,6.2590098923273685e-06,0.3163588164870874,9.18436422761857e-06,0.011593977855223541,0.00013513533705389325,0.0007885879656097421,0.2110179478678302
GALFUC12GAL14ACGLCGALGLUSIDEte,1559.6658730161384,3.1850597876757573e-11,0.00027030679821597536,0.2048109394895643,0.0002703067982159756,0.01156869989533941,0.0001351358108108108,6.226432127472756e-05,0.2110179478678302
GALFUC12GAL14ACGLCGALGLUSIDEtg,1996.7488095238891,4.3700562947274997e-08,0.0005405405207903676,0.2575356769926906,0.000540540520790368,0.01156870017815237,0.00013513446497517926,0.00011541264123683491,0.2110179478678302
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,1559.6658730161384,3.1850597876757573e-11,0.00027030679821597536,0.2048109394895643,0.0002703067982159756,0.01156869989533941,0.0001351358108108108,6.226432127472754e-05,0.2110179478678302
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,1996.7488095238891,4.3700562947274997e-08,0.0005405405207903676,0.2575356769926906,0.000540540520790368,0.01156870017815237,0.00013513446497517926,0.00011541264123683484,0.2110179478678302
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,1559.6658730161384,3.1850597876757573e-11,0.00027030679821597536,0.2048109394895643,0.0002703067982159756,0.01156869989533941,0.0001351358108108108,6.226432127472759e-05,0.2110179478678302
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,1996.7488095238891,4.3700562947274997e-08,0.0005405405207903676,0.2575356769926906,0.000540540520790368,0.01156870017815237,0.00013513446497517926,0.00011541264123683503,0.2110179478678302
GALGALGALTHCRMte,1559.6658730161384,3.1850597876757573e-11,0.00027030679821597536,0.2048109394895643,0.0002703067982159756,0.01156869989533941,0.0001351358108108108,6.226432127472762e-05,0.2110179478678302
GALGALGALTHCRMtg,1996.7488095238891,4.3700562947274997e-08,0.0005405405207903676,0.2575356769926906,0.000540540520790368,0.01156870017815237,0.00013513446497517926,0.00011541264123683522,0.2110179478678302
GALGLUSIDEtg,2604.7428571427145,1.7760604665078305e-05,1.3152388716169395e-05,0.3326888489208633,1.934625909651255e-05,0.011569396963095306,0.0001351342919966487,0.0004531603003199379,0.2110179478678302
GALGLUSIDEtl,2592.0595238093683,1.7560812987151424e-05,7.392971029269064e-06,0.33066678584197357,1.126849457037142e-05,0.0115688174003577,0.00013513395986279272,0.0002624730953611206,0.2110179478678302
GALGT1,2823.3261904761725,6.074571645890211e-05,0.00029836359794553803,0.34676852415991,0.00021361619405271576,0.011596865902160865,0.00013513595785494452,0.0007871240356678076,0.2110179478678302
GALGT2,2822.076190476171,6.0731207636993786e-05,0.00028754334825987766,0.34670352841947427,0.00020222300351018787,0.011596634467877228,0.0001351357618636017,0.0007869684401090361,0.2110179478678302
GALGT3,2823.2095238095058,6.073309007642886e-05,0.0003190293131638803,0.3468010311694399,0.000253417270673992,0.01159675015951392,0.0001351359549365862,0.0007870604700660583,0.2110179478678302
GALGT4,2823.2095238095058,6.0733058452219325e-05,0.0003256232278644543,0.3468010311694399,0.0002659307627286891,0.011596750158355085,0.00013513598711161837,0.00078706231865649,0.2110179478678302
GALK,4118.883333333527,0.025371967066674737,0.00015558373106282268,0.48489416082312076,0.00014181370244853732,0.011734052536603761,0.0001351354005062606,0.0008092882449656022,0.2110179478678302
GALNACT1g,2150.7047619047303,2.672759486003594e-06,8.529111542851992e-07,0.27022387787151675,9.712472929821744e-07,0.01158283851937162,0.00013513487090259182,0.0007686808462504188,0.2110179478678302
GALNACT2g,2152.180952380919,2.66257465064415e-06,6.848137867852908e-06,0.2703226042161412,1.385371252826258e-05,0.011582838358210891,0.00013513530075108028,0.0007685661065721973,0.2110179478678302
GALNACT3g,2151.6809523809193,2.6625095128122408e-06,5.842289213899714e-07,0.27031272833552533,6.814883512926427e-07,0.011582722670049598,0.00013513485025492012,0.0007683650522473351,0.2110179478678302
GALNACT4g,2151.3476190475867,2.662509487757388e-06,4.022782789486541e-07,0.27028310502283104,4.939312334220285e-07,0.011582722668892736,0.0001351348502982994,0.0007683647578924018,0.2110179478678302
GALNACT5g,2151.847619047586,2.7061652814571807e-06,4.6965435941423544e-07,0.27029297873894936,5.686045822677365e-07,0.011582838556471733,0.00013513485806503368,0.0007686611857184248,0.2110179478678302
GALNTg,2151.0380952380633,2.6290100390524274e-06,0.00020613123527265934,0.27024361737097774,0.00015383024513174423,0.011582838322267914,0.00013513531354956507,0.0007686031472661373,0.2110179478678302
GALOR,4050.633333333536,0.02444636245475652,8.504933888006178e-05,0.4783733109200233,8.671219374471562e-05,0.01172166566832404,0.00013513513236939272,0.0008090084717098347,0.2110179478678302
GALSIDEtg,2604.8261904760475,3.5220077364441295e-05,7.008513522425508e-06,0.3327636608949854,1.0412813618363639e-05,0.011569166540024553,0.00013513402966017934,0.0003992989838557277,0.2110179478678302
GALSIDEtl,2596.526190476037,3.5292768547862483e-05,8.16730311643956e-06,0.33105145413870246,1.1508635080812641e-05,0.011569166553171065,0.00013513402895023752,0.0003995311227427725,0.2110179478678302
GALT,3024.2000000002604,0.0025160761680907717,9.249597486237282e-05,0.3750887154009936,0.00014138166279042646,0.011589319809076053,0.0001351344333048794,0.0007861172313097996,0.2110179478678302
